Time,Engine Speed,Intake air temperature,Relative Load,Relative Load Setpoint,Lambda Bank 1,Lambda Bank 2,Additive adaptive correction of the relative fuel mass Bank1,Additive adaptive correction of the relative fuel mass Bank2,Manifold Pressure,Cylinder 1 ignition retard,Cylinder 2 ignition retard,Cylinder 3 ignition retard,Cylinder 4 ignition retard,Cylinder 5 ignition retard,Cylinder 6 ignition retard,Actual Ignition Angle,Target position throttle valve,Pedal Position
4.081,6321,35.25,188.48,184.2188,0.97974,0.98730,0.0000,0.0000,2346.1719,0.000,0.000,0.000,0.000,0.000,0.000,9.700,98.5000,98.5234
4.140,6363,35.25,187.29,184.2422,0.98389,0.98511,0.0000,0.0000,2331.7969,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.2656,99.3047
4.201,6422,35.25,185.98,181.7813,0.98560,0.99170,0.0000,0.0000,2316.0938,0.000,0.000,0.000,0.000,0.000,0.000,10.500,98.3828,98.5547
4.261,6489,36.00,184.55,182.6484,0.99121,0.99048,0.0000,0.0000,2302.1094,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9531,99.4219
4.320,6514,36.00,183.30,182.4609,0.98486,0.98657,0.0000,0.0000,2290.3125,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.9844,100.0000
4.381,6566,36.00,182.63,181.8516,0.98657,0.99170,0.0000,0.0000,2284.1406,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.2188,99.2422
4.440,6631,36.00,182.18,180.9844,0.98730,0.99023,0.0000,0.0000,2281.8750,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.2188,99.2188
4.501,6649,36.00,181.80,182.6953,0.98999,0.98926,0.0000,0.0000,2278.6719,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.6719,99.4219
4.561,6734,36.75,181.48,181.4297,0.99438,0.98975,0.0000,0.0000,2277.5781,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.8672,99.9219
4.621,6750,36.75,181.31,182.0391,0.99316,0.99292,0.0000,0.0000,2276.7188,0.000,0.000,0.000,0.000,0.000,0.000,9.000,98.9922,98.9297
4.681,6798,36.75,181.34,183.7266,0.99561,0.99170,0.0000,0.0000,2279.2188,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9375,99.9063
4.741,6847,36.75,181.59,182.6719,0.99536,0.99780,0.0000,0.0000,2282.8125,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.9844,100.0000
4.801,6896,36.75,181.76,184.5469,0.99536,0.99341,0.0000,0.0000,2287.1875,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9219,99.2734
4.861,6932,36.75,181.97,184.1250,0.99756,0.99829,0.0000,0.0000,2291.1719,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9844,100.0000
4.921,6973,37.50,182.25,183.6094,0.99658,1.00342,0.0000,0.0000,2295.8594,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9844
4.981,7025,37.50,182.53,184.6875,0.99683,0.99463,0.0000,0.0000,2301.8750,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.4922,99.2891
5.041,7067,37.50,182.53,185.4141,0.99805,0.99463,0.0000,0.0000,2304.3750,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9688,100.0000
5.101,7082,37.50,182.67,185.0391,0.99414,0.99585,0.0000,0.0000,2306.8750,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9922,99.9375
5.160,7145,37.50,182.95,184.8047,0.99487,0.99634,0.0000,0.0000,2314.3750,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9922,99.9375
5.221,7181,37.50,183.21,184.6641,0.99756,0.99414,0.0000,0.0000,2317.8125,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.3047,99.2109
5.281,7225,37.50,183.26,183.9609,0.99536,0.99658,0.0000,0.0000,2321.4063,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.3047,99.2734
5.341,7270,38.25,183.19,186.3281,0.99536,0.99976,0.0000,0.0000,2323.2813,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.8438,99.3203
5.401,7296,38.25,183.07,186.7500,0.99414,0.99512,0.0000,0.0000,2323.5156,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9766,100.0000
5.461,7366,38.25,183.02,186.9141,0.99609,0.99902,0.0000,0.0000,2325.6250,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9922,99.9531
5.521,7363,38.25,182.88,186.0234,0.99658,0.99512,0.0000,0.0000,2324.4531,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9922,99.9531
5.581,7366,38.25,183.14,186.2813,0.99609,0.99268,0.0000,0.0000,2329.2969,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9922,99.9531
5.641,7380,38.25,183.30,185.9063,0.99731,0.99731,0.0000,0.0000,2333.1250,0.000,0.000,0.000,0.000,0.000,0.000,6.400,99.9922,99.9688
5.701,6899,38.25,185.77,192.7031,0.99731,0.99219,0.0000,0.0000,2353.4375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.9375,99.7266
5.761,5762,39.00,179.67,198.1172,3.87500,2.69458,0.0000,0.0000,2317.1094,0.000,0.000,0.000,0.000,0.000,0.000,8.300,95.1797,95.2344
5.821,5649,39.00,171.49,190.7109,1.83252,1.22144,0.0000,0.0000,2182.1875,0.000,0.000,0.000,0.000,0.000,0.000,1.600,99.9766,99.6641
5.881,5558,39.00,174.09,180.8438,0.94873,0.92114,0.0000,0.0000,2184.5313,0.000,0.000,0.000,0.000,0.000,0.000,2.400,99.9922,100.0000
5.941,5528,39.75,177.75,182.2734,0.89819,0.91577,0.0000,0.0000,2223.8281,0.000,0.000,0.000,0.000,0.000,0.000,6.800,99.8516,99.9375
6.001,5594,39.75,180.56,181.8984,0.91235,0.92578,0.0000,0.0000,2248.2813,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.8516,99.7266
6.061,5577,39.75,180.05,189.1875,0.88770,0.90161,0.0000,0.0000,2240.1563,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.5625,99.8750
6.120,5613,39.75,179.39,190.7813,0.92993,0.97217,0.0000,0.0000,2228.5938,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9688,99.9531
6.181,5669,39.75,180.19,190.5469,0.98242,0.99927,0.0000,0.0000,2237.8906,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.9922,100.0000
6.241,5656,40.50,182.58,193.8750,0.98755,0.98730,0.0000,0.0000,2270.4688,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.9922,99.9844
6.301,5706,40.50,185.34,193.9453,0.98804,0.98926,0.0000,0.0000,2305.6250,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9844
6.361,5729,40.50,187.31,196.1953,0.98950,0.99536,0.0000,0.0000,2332.5781,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9922,99.9844
6.421,5740,40.50,189.47,195.2344,0.99536,0.99268,0.0000,0.0000,2361.0938,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9844
6.481,5780,40.50,191.25,194.5781,0.99072,0.99634,0.0000,0.0000,2384.0625,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9844
6.541,5799,41.25,191.95,194.0156,0.99438,0.99707,0.0000,0.0000,2395.8594,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.7188,99.9844
6.601,5844,41.25,192.73,193.1484,0.98950,1.00024,0.0000,0.0000,2404.6875,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.1875,99.2734
6.661,5873,41.25,193.15,192.9609,0.98657,0.99585,0.0000,0.0000,2410.4688,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.1875,99.1250
6.726,5886,41.25,193.17,192.5156,0.99170,0.99341,0.0000,0.0000,2408.7500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.6953,99.1719
6.781,5919,41.25,192.68,192.2109,0.99072,0.99292,0.0000,0.0000,2405.3125,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.6953,99.7734
6.841,5924,42.00,191.93,192.0000,0.98926,0.99390,0.0000,0.0000,2397.2656,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.4219,99.2891
6.901,5961,42.00,191.30,191.8359,0.98608,0.98413,0.0000,0.0000,2389.3750,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.8281,99.9375
6.961,5988,42.00,190.71,191.4375,0.98682,0.98730,0.0000,0.0000,2383.2031,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.7344,99.8125
7.021,6031,42.75,190.43,189.3516,0.98560,0.98975,0.0000,0.0000,2380.9375,0.000,0.000,0.000,0.000,0.000,0.000,8.200,96.7813,99.7266
7.081,6038,42.75,189.96,188.5313,0.99316,0.99146,0.0000,0.0000,2377.7344,0.000,0.000,0.000,0.000,0.000,0.000,8.200,98.1563,98.2500
7.141,6060,42.75,189.14,188.6250,0.99854,0.99414,0.0000,0.0000,2372.1094,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.2734,99.2734
7.201,6086,42.75,188.60,188.3438,0.99487,0.98779,0.0000,0.0000,2365.0781,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.2734,99.3359
7.261,6127,43.50,187.80,188.4375,0.98486,0.98853,0.0000,0.0000,2360.0781,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.7344,99.3359
7.325,6137,43.50,187.38,186.6797,0.98730,0.99146,0.0000,0.0000,2357.0313,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.7344,99.8438
7.381,6161,43.50,186.42,186.0469,0.99121,0.99829,0.0000,0.0000,2350.7031,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.2344,98.4922
7.441,6203,43.50,185.84,186.2109,0.99072,0.99390,0.0000,0.0000,2346.2500,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.8125,99.6953
7.501,6207,43.50,185.13,185.9297,0.99048,0.99536,0.0000,0.0000,2339.2188,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.6094,99.8906
7.561,6246,44.25,184.50,185.9766,0.98853,0.99219,0.0000,0.0000,2333.5938,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.6094,99.5000
7.622,6256,44.25,184.10,183.2813,0.99194,0.99463,0.0000,0.0000,2329.6094,0.000,0.000,0.000,0.000,0.000,0.000,9.700,98.3516,97.9375
7.682,6321,44.25,183.66,183.4453,0.99316,0.99585,0.0000,0.0000,2326.4844,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.7578,99.4688
7.741,6319,45.00,182.60,183.1406,0.99487,0.99390,0.0000,0.0000,2316.2500,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.7578,99.8594
7.801,6327,45.00,181.97,183.2578,0.99048,0.98145,0.0000,0.0000,2308.4375,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.7578,99.7422
7.862,6383,45.00,181.31,183.3281,0.98950,0.98779,0.0000,0.0000,2301.5625,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9141,99.8438
7.921,6389,45.75,180.96,180.8438,0.99121,0.99585,0.0000,0.0000,2298.0469,0.000,0.000,0.000,0.000,0.000,0.000,11.200,98.6797,98.7031
7.981,6418,45.75,180.70,180.8438,0.99170,0.99341,0.0000,0.0000,2297.8125,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.8047,99.2734
8.041,6435,45.75,180.30,180.9844,0.99438,0.99512,0.0000,0.0000,2294.2969,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.8047,99.9063
8.101,6449,45.75,180.00,181.1719,0.98926,0.99707,0.0000,0.0000,2291.4844,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.9688,99.8906
8.161,6491,45.75,179.53,181.6172,0.99194,0.99829,0.0000,0.0000,2286.0156,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.9688,99.9688
8.221,6495,46.50,179.04,181.7813,0.99316,0.99341,0.0000,0.0000,2280.9375,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9844,99.9688
8.282,6546,46.50,178.73,180.8203,0.99438,0.99341,0.0000,0.0000,2280.9375,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.9922,99.9688
8.341,6551,46.50,178.57,180.4219,0.99536,0.99902,0.0000,0.0000,2281.4844,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.7891,99.9375
8.401,6596,46.50,178.48,179.7188,0.99561,1.00122,0.0000,0.0000,2282.3438,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.7891,99.6953
8.461,6592,47.25,178.15,179.9531,0.99951,1.00244,0.0000,0.0000,2280.8594,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.6250,99.0625
8.521,6627,47.25,178.03,179.5313,0.99878,1.00415,0.0000,0.0000,2280.5469,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.6250,99.6797
8.581,6655,47.25,177.96,180.6094,0.99316,1.00342,0.0000,0.0000,2282.6563,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9297,99.6797
8.641,6669,48.00,177.80,180.7266,0.99243,1.00513,0.0000,0.0000,2284.1406,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.9844,100.0000
8.701,6700,48.00,178.03,180.3750,0.99609,1.00244,0.0000,0.0000,2287.2656,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.9922,100.0000
8.762,6709,48.00,178.01,180.2813,0.99854,0.99658,0.0000,0.0000,2290.1563,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9922,99.9688
8.821,6736,48.00,178.29,180.1406,0.99756,0.99512,0.0000,0.0000,2293.5938,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9922,99.9531
8.881,6768,48.00,178.08,181.5938,0.99536,0.99146,0.0000,0.0000,2295.4688,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.8359,99.5000
8.941,6784,48.75,178.05,181.6875,0.99927,0.99585,0.0000,0.0000,2296.8750,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.9766,100.0000
9.001,6812,48.75,178.24,181.3828,0.99756,0.99634,0.0000,0.0000,2299.4531,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.9922,99.9688
9.061,6821,48.75,178.43,181.6172,0.99365,0.99414,0.0000,0.0000,2305.0000,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.9922,99.9844
9.125,6821,49.50,178.48,109.5000,0.99243,0.99414,0.0000,0.0000,2307.9688,0.000,0.000,0.000,0.000,0.000,0.000,1.600,28.3203,66.5781
9.191,6759,49.50,119.32,22.7813,0.99170,0.99512,0.0000,0.0000,1611.9531,0.000,0.000,0.000,0.000,0.000,0.000,0.700,1.3047,9.4688
9.251,6680,49.50,24.63,15.7500,0.88501,0.87988,0.0000,0.0000,425.3125,0.000,0.000,0.000,0.000,0.000,0.000,15.000,5.2969,3.4609
9.312,6720,49.50,16.15,15.7500,0.96216,0.96924,0.0000,0.0000,298.7500,0.000,0.000,0.000,0.000,0.000,0.000,39.100,6.1484,5.9844
9.371,6793,49.50,13.41,15.7500,1.04858,1.04590,0.0000,0.0000,261.7188,0.000,0.000,0.000,0.000,0.000,0.000,8.200,7.8125,6.8828
9.431,6747,50.25,14.77,15.7500,0.96387,0.99902,0.0000,0.0000,277.3438,0.000,0.000,0.000,0.000,0.000,0.000,9.900,7.8125,8.0703
9.491,6752,50.25,15.63,15.7500,0.93677,0.96509,0.0000,0.0000,288.0469,0.000,0.000,0.000,0.000,0.000,0.000,6.700,8.9531,8.2500
9.552,6731,50.25,17.55,15.7500,1.17969,1.21997,0.0000,0.0000,310.5469,0.000,0.000,0.000,0.000,0.000,0.000,-9.800,8.9922,8.8984
9.611,6731,50.25,18.28,15.7500,1.84985,2.20557,0.0000,0.0000,319.5313,0.000,0.000,0.000,0.000,0.000,0.000,-12.000,9.3594,9.1875
9.671,6725,51.00,18.26,15.7500,1.50586,1.50024,0.0000,0.0000,318.5156,0.000,0.000,0.000,0.000,0.000,0.000,-12.000,9.4375,9.4375
9.731,6693,51.00,18.12,15.7500,1.20142,1.25244,0.0000,0.0000,316.3281,0.000,0.000,0.000,0.000,0.000,0.000,-12.000,9.6328,9.5781
9.791,6684,51.00,17.70,15.7500,1.20996,1.21777,0.0000,0.0000,311.5625,0.000,0.000,0.000,0.000,0.000,0.000,-12.000,9.9219,9.8906
9.851,6684,51.00,17.55,15.7500,1.14087,1.12451,0.0000,0.0000,309.3750,0.000,0.000,0.000,0.000,0.000,0.000,-10.500,10.0156,10.0078
9.911,6664,51.00,17.51,15.7500,1.12939,1.17700,0.0000,0.0000,308.5938,0.000,0.000,0.000,0.000,0.000,0.000,-7.500,10.2031,10.2188
9.971,6655,51.00,12.98,21.5156,1.23633,1.14136,0.0000,0.0000,306.0156,0.000,0.000,0.000,0.000,0.000,0.000,12.700,13.9063,12.4922
10.031,6642,51.00,15.66,33.8203,1.45850,1.45850,0.0000,0.0000,390.7031,0.000,0.000,0.000,0.000,0.000,0.000,18.000,19.0000,17.2969
10.090,6642,51.00,28.38,48.8203,3.45068,3.74731,0.0000,0.0000,541.6406,0.000,0.000,0.000,0.000,0.000,0.000,12.000,24.5078,22.6328
10.151,6629,51.75,45.66,62.6719,8.37622,10.52954,0.0000,0.0000,749.0625,0.000,0.000,0.000,0.000,0.000,0.000,7.500,31.3828,30.2031
10.212,6622,51.75,58.85,64.9922,15.99976,15.99976,0.0000,0.0000,909.5313,0.000,0.000,0.000,0.000,0.000,0.000,7.500,39.1406,38.6641
10.271,6598,51.75,63.61,64.9922,15.99976,15.99976,0.0000,0.0000,968.0469,0.000,0.000,0.000,0.000,0.000,0.000,8.200,41.6641,41.6250
