Time,Engine Speed,Intake air temperature,Relative Load,Relative Load Setpoint,Lambda Bank 1,Lambda Bank 2,Additive adaptive correction of the relative fuel mass Bank1,Additive adaptive correction of the relative fuel mass Bank2,Manifold Pressure,Cylinder 1 ignition retard,Cylinder 2 ignition retard,Cylinder 3 ignition retard,Cylinder 4 ignition retard,Cylinder 5 ignition retard,Cylinder 6 ignition retard,Actual Ignition Angle,Target position throttle valve,Pedal Position
2.351,5572,33.75,191.98,196.5469,1.02075,1.01343,0.0000,0.0000,2364.4531,0.000,0.000,0.000,0.000,0.000,0.000,7.900,99.9922,99.9844
2.411,5724,33.75,194.02,194.1328,1.01855,1.01221,0.0000,0.0000,2401.7188,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.4219,99.1563
2.471,5834,33.75,196.66,194.2969,1.01221,1.01123,0.0000,0.0000,2432.3438,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.7188,99.5000
2.531,5872,33.75,198.09,193.4297,1.00830,1.00879,0.0000,0.0000,2441.3281,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.1484,99.3047
2.591,5949,33.75,198.05,192.3047,1.00732,1.00708,0.0000,0.0000,2439.8438,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.1484,99.0781
2.651,6097,33.75,197.34,188.7188,0.99878,0.99463,0.0000,0.0000,2428.0469,0.000,0.000,0.000,0.000,0.000,0.000,7.500,95.6406,97.6094
2.711,6188,33.75,195.87,187.5234,0.98120,0.98145,0.0000,0.0000,2407.5781,0.000,0.000,0.000,0.000,0.000,0.000,8.200,97.6953,97.6563
2.771,6299,33.75,193.78,186.0938,0.98511,0.99048,0.0000,0.0000,2383.5938,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.6016,99.4844
2.831,6406,33.75,191.55,181.8047,0.99072,0.98926,0.0000,0.0000,2357.0313,0.000,0.000,0.000,0.000,0.000,0.000,9.700,91.6016,89.7188
2.891,6493,33.75,188.37,182.6250,0.98145,0.98657,0.0000,0.0000,2328.8281,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.3438,97.3672
2.951,6609,33.75,185.13,179.7422,0.98877,0.99536,0.0000,0.0000,2298.4375,0.000,0.000,0.000,0.000,0.000,0.000,10.500,97.6406,98.6016
3.011,6709,34.50,182.58,180.4688,0.98950,0.98462,0.0000,0.0000,2275.8594,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.7578,98.8516
3.071,6786,34.50,180.45,178.5000,0.98706,0.98340,0.0000,0.0000,2256.0938,0.000,0.000,0.000,0.000,0.000,0.000,9.700,98.7031,99.8594
3.131,6925,34.50,178.71,177.7969,0.98486,0.99243,0.0000,0.0000,2240.3906,0.000,0.000,0.000,0.000,0.000,0.000,9.000,98.3828,98.4609
3.191,6993,34.50,177.70,177.9375,0.98340,0.98975,0.0000,0.0000,2228.9063,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.3125,99.2266
3.251,7064,34.50,176.91,180.7031,0.98486,0.98975,0.0000,0.0000,2221.1719,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9688,99.6797
3.311,7178,34.50,176.41,180.0234,0.98633,0.98657,0.0000,0.0000,2216.9531,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,100.0000
3.371,7262,34.50,176.11,179.6719,0.98438,0.98877,0.0000,0.0000,2216.2500,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9688
3.430,7291,34.50,176.46,181.5234,0.98706,0.98071,0.0000,0.0000,2224.0625,0.000,0.000,0.000,0.000,0.000,0.000,7.900,99.9922,99.9531
3.491,7336,34.50,176.70,181.5000,0.98804,0.98755,0.0000,0.0000,2230.2344,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9844
3.551,7404,34.50,176.77,180.2578,0.99194,0.98877,0.0000,0.0000,2235.5469,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9688
3.611,6720,34.50,179.51,188.6953,1.10107,1.24634,0.0000,0.0000,2255.5469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.9922,100.0000
3.671,5561,34.50,168.40,191.5781,2.88428,7.39331,0.0000,0.0000,2160.3125,0.000,0.000,0.000,0.000,0.000,0.000,1.200,99.9922,99.9844
3.731,5469,34.50,160.85,185.4141,1.34277,2.06128,0.0000,0.0000,2036.1719,0.000,0.000,0.000,0.000,0.000,0.000,3.900,99.9922,99.9688
3.791,5353,34.50,168.42,176.8828,0.97803,0.96948,0.0000,0.0000,2080.9375,0.000,0.000,0.000,0.000,0.000,0.000,0.400,99.9922,99.9688
3.851,5296,35.25,178.99,180.1172,0.92261,0.90479,0.0000,0.0000,2190.3125,0.000,0.000,0.000,0.000,0.000,0.000,3.500,99.9922,99.9688
3.911,5323,35.25,180.49,181.8750,0.92407,0.91675,0.0000,0.0000,2206.0938,0.000,0.000,0.000,0.000,0.000,0.000,7.300,99.9922,99.9688
3.971,5420,35.25,178.69,179.8594,0.90698,0.89160,0.0000,0.0000,2182.8906,0.000,0.000,0.000,0.000,0.000,0.000,10.500,98.1953,98.6172
4.031,5357,35.25,178.22,188.9531,0.89209,0.89136,0.0000,0.0000,2167.8125,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.9297,99.7578
4.091,5497,35.25,178.29,190.6406,0.96655,0.97754,0.0000,0.0000,2175.2344,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9844,100.0000
4.151,5552,35.25,179.65,188.3906,0.99609,0.98413,0.0000,0.0000,2194.5313,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.9922,99.9688
4.211,5561,35.25,182.32,191.3672,0.97876,0.98071,0.0000,0.0000,2229.1406,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.9922,99.9688
4.271,5622,35.25,184.90,194.0859,0.98242,0.99414,0.0000,0.0000,2268.5938,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9688
4.331,5683,36.00,187.15,195.2109,0.98682,0.99219,0.0000,0.0000,2301.7188,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9688
4.391,5706,36.00,189.09,196.8516,0.98828,0.98584,0.0000,0.0000,2329.8438,0.000,0.000,-3.000,0.000,0.000,0.000,4.500,99.9922,99.9688
4.451,5778,36.00,191.67,197.1563,0.99390,0.99487,0.0000,0.0000,2363.5156,0.000,0.000,-3.000,0.000,0.000,0.000,8.200,99.9922,99.9531
4.511,5831,36.00,193.64,194.0391,0.99683,0.98877,0.0000,0.0000,2387.2656,0.000,0.000,-3.000,0.000,0.000,0.000,8.200,98.6875,98.6406
4.571,5826,36.00,194.60,197.2500,0.99023,0.98462,0.0000,0.0000,2400.5469,0.000,0.000,-3.000,0.000,0.000,0.000,7.500,99.9766,99.7734
4.631,5968,36.00,195.35,194.5078,0.99512,0.99341,0.0000,0.0000,2407.3438,0.000,0.000,-2.250,0.000,0.000,0.000,7.500,97.5547,100.0000
4.691,5957,36.00,195.14,194.2500,0.98901,0.98364,0.0000,0.0000,2405.7813,0.000,0.000,-2.250,0.000,0.000,0.000,7.500,99.7422,98.4609
4.751,6017,36.75,195.02,191.1563,0.98682,0.98560,0.0000,0.0000,2405.7031,0.000,0.000,-2.250,0.000,0.000,0.000,8.200,96.0625,99.8047
4.811,6075,36.75,194.23,190.1953,0.99194,0.99292,0.0000,0.0000,2398.5938,0.000,0.000,-2.250,0.000,0.000,0.000,8.200,99.1094,98.9453
4.871,6125,36.75,193.15,188.4375,0.99390,0.99487,0.0000,0.0000,2388.2813,0.000,0.000,-2.250,0.000,0.000,0.000,9.000,99.5625,99.3828
4.931,6180,36.75,191.91,187.2188,0.98682,0.98584,0.0000,0.0000,2377.1094,0.000,0.000,-2.250,0.000,0.000,0.000,9.000,98.6328,98.6719
4.991,6217,36.75,190.17,187.2188,0.98608,0.98340,0.0000,0.0000,2360.0000,0.000,0.000,-1.500,0.000,0.000,0.000,9.000,99.4375,99.3828
5.051,6256,36.75,188.53,185.7188,0.98950,0.98853,0.0000,0.0000,2342.1875,0.000,0.000,-1.500,0.000,0.000,0.000,7.500,99.4375,99.4844
5.111,6315,37.50,187.01,183.1875,0.98706,0.99121,0.0000,0.0000,2325.7813,0.000,0.000,-1.500,0.000,0.000,0.000,10.500,98.7891,98.7188
5.171,6377,37.50,185.70,182.1094,0.98315,0.99243,0.0000,0.0000,2310.3125,0.000,0.000,-1.500,0.000,0.000,0.000,9.700,98.0000,97.9063
5.231,6412,37.50,184.66,182.0859,0.98340,0.98779,0.0000,0.0000,2298.8281,0.000,0.000,-1.500,0.000,0.000,0.000,10.500,99.7031,99.3516
5.291,6455,37.50,183.23,182.9297,0.98438,0.98926,0.0000,0.0000,2285.7813,0.000,0.000,-1.500,0.000,0.000,0.000,10.500,99.9063,99.9844
5.351,6493,38.25,181.97,183.5391,0.98901,0.98926,0.0000,0.0000,2273.9063,0.000,0.000,-1.500,0.000,0.000,0.000,8.200,99.9844,99.9688
5.411,6579,38.25,181.22,182.8828,0.98877,0.99365,0.0000,0.0000,2266.4844,0.000,0.000,-1.500,0.000,0.000,0.000,10.500,99.9922,99.9531
5.471,6587,38.25,180.09,179.8125,0.98804,0.98999,0.0000,0.0000,2258.5938,0.000,0.000,-1.500,0.000,0.000,0.000,11.200,97.9844,97.8047
5.531,6666,38.25,179.63,180.8438,0.98901,0.98706,0.0000,0.0000,2254.6094,0.000,0.000,-0.750,0.000,0.000,0.000,10.500,99.3203,99.1563
5.593,6725,38.25,179.34,180.2578,0.98901,0.99609,0.0000,0.0000,2253.8281,0.000,0.000,-0.750,0.000,0.000,0.000,10.500,99.8984,99.9375
5.651,6743,39.00,179.20,179.8359,0.98608,0.99683,0.0000,0.0000,2254.5313,0.000,0.000,-0.750,0.000,0.000,0.000,10.500,98.9688,98.9453
5.711,6768,39.00,179.37,181.6875,0.99146,0.99487,0.0000,0.0000,2256.9531,0.000,0.000,-0.750,0.000,0.000,0.000,8.200,99.5625,99.5781
5.771,6833,39.00,179.37,181.7109,0.99316,0.99048,0.0000,0.0000,2260.0781,0.000,0.000,-0.750,0.000,0.000,0.000,9.000,99.9219,99.9219
5.831,6872,39.00,179.25,181.6641,0.98560,0.98413,0.0000,0.0000,2262.3438,0.000,0.000,-0.750,0.000,0.000,0.000,9.700,99.9922,100.0000
5.891,6903,39.00,179.53,184.2422,0.98438,0.98706,0.0000,0.0000,2266.0938,0.000,0.000,-0.750,0.000,0.000,0.000,9.000,99.9844,99.7109
5.951,6973,39.75,179.60,183.1875,0.99072,0.99683,0.0000,0.0000,2270.7813,0.000,0.000,-0.750,0.000,0.000,0.000,9.000,99.9844,100.0000
6.011,6998,39.75,180.02,182.9531,0.99365,0.99243,0.0000,0.0000,2277.0313,0.000,0.000,-0.750,0.000,0.000,0.000,9.000,99.9922,99.9844
6.071,7047,39.75,180.73,185.2734,0.99438,0.99414,0.0000,0.0000,2287.5000,0.000,0.000,-0.750,0.000,0.000,0.000,8.200,99.9922,99.9531
6.131,7087,40.50,180.96,184.7813,0.99707,0.99927,0.0000,0.0000,2295.6250,0.000,0.000,-0.750,0.000,0.000,0.000,8.200,99.9922,99.9531
6.191,7117,40.50,181.38,185.7188,0.99683,1.00073,0.0000,0.0000,2301.4844,0.000,0.000,-0.750,0.000,0.000,0.000,7.500,99.9922,99.9688
6.251,7150,40.50,181.78,187.5703,0.99829,0.99854,0.0000,0.0000,2309.4531,0.000,0.000,-0.750,0.000,0.000,0.000,6.700,99.9922,99.9688
6.311,7202,41.25,182.25,186.5156,0.99512,1.00073,0.0000,0.0000,2317.2656,0.000,0.000,-0.750,0.000,0.000,0.000,7.500,99.9922,99.9688
6.371,7222,41.25,183.05,186.0234,0.99756,0.99463,0.0000,0.0000,2329.6094,0.000,0.000,-0.750,0.000,0.000,0.000,7.500,99.9922,99.9688
6.431,7272,41.25,183.47,188.7656,0.99390,0.99854,0.0000,0.0000,2339.6875,0.000,0.000,-0.750,0.000,0.000,0.000,6.700,99.9922,99.9688
6.491,7299,41.25,183.77,188.1797,0.98389,0.99658,0.0000,0.0000,2345.3125,0.000,0.000,-0.750,0.000,0.000,0.000,6.700,99.9922,99.9688
6.551,7374,42.00,184.03,186.9141,0.99316,0.99048,0.0000,0.0000,2351.7969,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9922,99.9844
6.611,7399,42.00,184.08,186.3516,0.99023,0.99292,0.0000,0.0000,2354.1406,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9922,99.9531
6.671,7380,42.00,184.34,184.6406,1.00098,0.98511,0.0000,0.0000,2358.6719,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9922,99.9688
6.731,7415,42.75,184.29,183.4688,0.99390,0.97827,0.0000,0.0000,2362.1875,0.000,0.000,0.000,0.000,0.000,0.000,6.400,99.3516,98.6875
6.793,7353,42.75,184.64,185.9297,0.98877,0.97290,0.0000,0.0000,2365.3125,0.000,0.000,0.000,0.000,0.000,0.000,6.700,98.5000,97.4141
6.851,5997,42.75,184.99,184.8516,2.13330,1.51929,0.0000,0.0000,2389.6094,0.000,0.000,0.000,0.000,0.000,0.000,9.000,94.6094,90.3359
6.911,5599,43.50,171.84,189.3047,3.58667,1.84912,0.0000,0.0000,2224.4531,0.000,0.000,-2.250,0.000,0.000,0.000,9.700,99.9063,99.1094
6.971,5577,43.50,175.36,183.5391,0.96924,0.94458,0.0000,0.0000,2210.1563,0.000,0.000,-2.250,0.000,0.000,0.000,8.100,99.9922,100.0000
7.031,5545,43.50,176.98,184.4063,0.89136,0.90088,0.0000,0.0000,2230.3125,0.000,0.000,-2.250,0.000,0.000,0.000,6.300,99.9922,99.9375
7.091,5583,43.50,180.38,184.0313,0.94482,0.92310,0.0000,0.0000,2266.2500,0.000,0.000,-2.250,0.000,0.000,0.000,9.000,99.9922,99.9375
7.151,5572,44.25,181.29,185.6250,0.91187,0.91211,0.0000,0.0000,2277.6563,0.000,0.000,-2.250,0.000,0.000,0.000,9.000,99.9844,99.9844
7.211,5619,44.25,181.48,187.4531,0.90137,0.90820,0.0000,0.0000,2277.3438,0.000,0.000,-2.250,0.000,0.000,0.000,8.200,99.9922,99.9688
7.271,5645,44.25,182.30,187.5703,0.91553,0.92334,0.0000,0.0000,2287.1875,0.000,0.000,-2.250,0.000,0.000,0.000,9.000,99.9922,99.9844
7.331,5661,45.00,183.35,187.1719,0.92188,0.92041,0.0000,0.0000,2302.7344,0.000,0.000,-2.250,0.000,0.000,0.000,6.000,99.9922,99.9844
7.391,5709,45.00,184.43,186.9609,0.92334,0.91675,0.0000,0.0000,2316.7188,0.000,0.000,-2.250,0.000,0.000,0.000,9.000,99.9922,100.0000
7.451,5732,45.00,184.62,186.8906,0.92407,0.92383,0.0000,0.0000,2322.9688,0.000,0.000,-2.250,0.000,0.000,0.000,9.000,99.9922,99.9688
7.511,5727,45.75,184.95,186.8672,0.92529,0.92188,0.0000,0.0000,2326.7188,0.000,0.000,-2.250,0.000,0.000,0.000,9.000,99.7422,99.7109
7.571,5805,45.75,184.88,186.4688,0.92188,0.93042,0.0000,0.0000,2330.6250,0.000,0.000,-2.250,0.000,0.000,0.000,8.200,99.6172,99.9844
7.631,5778,45.75,184.41,186.7500,0.92261,0.92578,0.0000,0.0000,2328.2031,0.000,0.000,-2.250,0.000,0.000,0.000,8.200,99.6172,99.4844
7.691,5856,45.75,184.36,186.0234,0.92114,0.92334,0.0000,0.0000,2327.8125,0.000,0.000,-2.250,0.000,0.000,0.000,9.000,99.3828,100.0000
7.751,5843,46.50,183.91,185.9063,0.92017,0.92773,0.0000,0.0000,2324.9219,0.000,0.000,-1.500,0.000,0.000,0.000,9.000,99.7266,99.2422
7.812,5889,46.50,184.08,185.0156,0.91797,0.92285,0.0000,0.0000,2323.5156,0.000,0.000,-1.500,0.000,0.000,0.000,6.700,99.1406,99.5625
7.871,5894,46.50,183.63,185.0859,0.92969,0.92139,0.0000,0.0000,2321.3281,0.000,0.000,-1.500,0.000,0.000,0.000,6.700,99.8438,99.6094
7.931,5940,47.25,183.70,184.4297,0.92676,0.92505,0.0000,0.0000,2321.8750,0.000,0.000,-1.500,0.000,0.000,0.000,6.700,99.5000,99.9063
7.991,5952,47.25,183.47,184.3594,0.92261,0.91724,0.0000,0.0000,2319.0625,0.000,0.000,-1.500,0.000,0.000,0.000,6.700,99.7734,99.5000
8.051,5991,47.25,182.88,184.0547,0.92480,0.92505,0.0000,0.0000,2314.8438,0.000,0.000,-1.500,0.000,0.000,0.000,6.700,99.7734,99.8750
8.111,6017,48.00,182.55,182.1563,0.92676,0.92017,0.0000,0.0000,2310.6250,0.000,0.000,-1.500,0.000,0.000,0.000,7.500,99.9531,99.8594
8.171,6027,48.00,182.02,181.8281,0.92529,0.92090,0.0000,0.0000,2307.9688,0.000,0.000,-1.500,0.000,0.000,0.000,7.500,99.5391,98.9453
8.231,6053,48.00,181.38,181.5000,0.92700,0.92358,0.0000,0.0000,2303.7500,0.000,0.000,-1.500,0.000,0.000,0.000,7.500,99.7500,99.7109
8.291,6079,48.00,180.82,179.6719,0.92236,0.92285,0.0000,0.0000,2297.1094,0.000,0.000,-1.500,0.000,0.000,0.000,8.200,98.1484,99.3984
8.351,6094,48.75,180.16,179.5313,0.91772,0.91724,0.0000,0.0000,2292.1094,0.000,0.000,-1.500,0.000,0.000,0.000,8.200,99.5313,98.6719
8.411,6146,48.75,179.60,179.4141,0.91968,0.91260,0.0000,0.0000,2286.5625,0.000,0.000,-1.500,0.000,0.000,0.000,10.500,99.6719,99.7578
8.471,6163,48.75,178.50,179.1797,0.92163,0.92090,0.0000,0.0000,2278.4375,0.000,0.000,-1.500,0.000,0.000,0.000,10.500,99.6719,99.6953
8.532,6195,49.50,177.68,178.9219,0.92603,0.91992,0.0000,0.0000,2272.9688,0.000,0.000,-0.750,0.000,0.000,0.000,9.700,99.8672,99.7578
8.591,6222,49.50,177.47,178.8984,0.92310,0.92725,0.0000,0.0000,2271.5625,0.000,0.000,-0.750,0.000,0.000,0.000,9.700,99.6484,99.7422
8.651,6234,49.50,177.00,178.8047,0.92114,0.92944,0.0000,0.0000,2270.4688,0.000,0.000,-0.750,0.000,0.000,0.000,10.500,99.6484,99.5469
8.711,6261,50.25,176.98,176.8125,0.92236,0.93018,0.0000,0.0000,2270.7813,0.000,0.000,-0.750,0.000,0.000,0.000,11.200,98.8203,100.0000
8.771,6277,50.25,176.74,176.5781,0.92896,0.93311,0.0000,0.0000,2271.5625,0.000,0.000,-0.750,0.000,0.000,0.000,11.200,99.6641,99.0938
8.831,6321,50.25,176.32,176.2969,0.93091,0.93115,0.0000,0.0000,2270.1563,0.000,0.000,-0.750,0.000,0.000,0.000,11.200,99.8359,99.8594
8.891,6331,50.25,176.16,176.3203,0.92920,0.92529,0.0000,0.0000,2267.8125,0.000,0.000,-0.750,0.000,0.000,0.000,9.700,99.9141,99.8750
8.951,6369,50.25,175.59,175.9453,0.93140,0.92358,0.0000,0.0000,2263.9844,0.000,0.000,-0.750,0.000,0.000,0.000,10.500,99.9141,99.8906
9.011,6402,51.00,175.41,176.0156,0.92969,0.93335,0.0000,0.0000,2261.6406,0.000,0.000,-0.750,0.000,0.000,0.000,11.200,99.6953,99.5625
9.071,6416,51.00,174.89,175.0078,0.92700,0.93530,0.0000,0.0000,2258.9063,0.000,0.000,-0.750,0.000,0.000,0.000,12.000,99.6953,99.6484
9.131,6424,51.00,174.42,174.6094,0.92456,0.93115,0.0000,0.0000,2256.0156,0.000,0.000,-0.750,0.000,0.000,0.000,12.000,98.9453,98.9766
9.191,6449,51.00,174.14,174.8438,0.92969,0.93164,0.0000,0.0000,2251.6406,0.000,0.000,-0.750,0.000,0.000,0.000,10.500,99.8672,99.8906
9.251,6478,51.75,173.60,174.9844,0.92773,0.93164,0.0000,0.0000,2247.4219,0.000,0.000,-0.750,0.000,0.000,0.000,11.200,99.9922,100.0000
9.311,6512,51.75,173.67,175.1484,0.92529,0.93115,0.0000,0.0000,2246.0938,0.000,0.000,-0.750,0.000,0.000,0.000,12.000,99.8984,100.0000
9.371,6525,51.75,173.37,174.7969,0.92920,0.93750,0.0000,0.0000,2245.1563,0.000,0.000,-0.750,0.000,0.000,0.000,12.000,99.6641,99.5781
9.431,6568,51.75,173.39,174.3281,0.93335,0.93237,0.0000,0.0000,2246.1719,0.000,0.000,-0.750,0.000,0.000,0.000,12.000,99.8438,99.9375
9.491,6581,51.75,173.27,173.0391,0.92676,0.92822,0.0000,0.0000,2245.9375,0.000,0.000,-0.750,0.000,0.000,0.000,11.200,99.0078,98.9453
9.551,6609,52.50,172.85,172.3125,0.92896,0.93408,0.0000,0.0000,2243.9844,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.0078,98.9766
9.611,6611,52.50,172.57,172.3125,0.93091,0.93579,0.0000,0.0000,2240.7031,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.4922,99.4688
9.673,6653,52.50,172.08,173.3438,0.93188,0.93530,0.0000,0.0000,2238.2813,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9141,99.9219
9.731,6677,53.25,171.66,173.2266,0.93042,0.93579,0.0000,0.0000,2235.9375,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.7344,99.8047
