Time,Engine Speed,Intake air temperature,Relative Load,Relative Load Setpoint,Lambda Bank 1,Lambda Bank 2,Additive adaptive correction of the relative fuel mass Bank1,Additive adaptive correction of the relative fuel mass Bank2,Manifold Pressure,Cylinder 1 ignition retard,Cylinder 2 ignition retard,Cylinder 3 ignition retard,Cylinder 4 ignition retard,Cylinder 5 ignition retard,Cylinder 6 ignition retard,Actual Ignition Angle,Target position throttle valve,Pedal Position
1.220,2204,35.25,14.72,16.0781,5.28516,6.62769,0.0000,0.0000,304.3750,0.000,0.000,0.000,0.000,0.000,0.000,14.100,5.2969,2.8594
1.281,2252,35.25,18.02,23.8594,7.14819,7.96875,0.0000,0.0000,353.1250,0.000,0.000,0.000,0.000,0.000,0.000,30.000,10.8906,10.6250
1.341,2243,35.25,25.64,27.8906,6.66016,7.74268,0.0000,0.0000,466.9531,0.000,0.000,0.000,0.000,0.000,0.000,15.000,9.0547,9.2422
1.401,2188,35.25,27.56,32.4375,3.61499,3.83521,0.0000,0.0000,525.0781,0.000,0.000,0.000,0.000,0.000,0.000,36.000,11.4453,11.1641
1.461,2205,35.25,29.98,39.7734,1.71875,1.59985,0.0000,0.0000,611.4844,0.000,0.000,0.000,0.000,0.000,0.000,36.000,13.2188,13.7188
1.521,2205,35.25,36.09,89.6953,1.13428,1.13354,0.0000,0.0000,784.2188,0.000,0.000,0.000,0.000,0.000,0.000,27.600,48.8516,28.9453
1.581,2241,35.25,59.02,145.0547,0.93726,0.93872,0.0000,0.0000,986.9531,0.000,0.000,0.000,0.000,0.000,0.000,20.800,90.2656,81.0938
1.641,2194,35.25,78.84,170.3438,0.86548,0.91284,0.0000,0.0000,985.0781,0.000,0.000,0.000,0.000,0.000,0.000,2.700,78.8438,86.8672
1.701,2383,35.25,80.84,179.7188,0.87598,0.90039,0.0000,0.0000,997.3438,0.000,0.000,0.000,0.000,0.000,0.000,13.600,88.9531,86.6094
1.761,2701,35.25,83.98,167.6719,0.85864,0.87085,0.0000,0.0000,1005.4688,0.000,0.000,0.000,0.000,0.000,0.000,14.400,95.1250,93.8984
1.821,2947,35.25,86.44,161.9766,0.85718,0.87109,0.0000,0.0000,1015.0000,0.000,0.000,0.000,0.000,0.000,0.000,15.600,98.0391,97.6328
1.881,3119,35.25,90.82,162.3281,0.86304,0.88672,0.0000,0.0000,1032.8906,0.000,0.000,0.000,0.000,0.000,0.000,15.800,99.4219,99.3359
1.941,3331,35.25,96.54,163.9453,0.86597,0.88086,0.0000,0.0000,1057.3438,0.000,0.000,0.000,0.000,0.000,0.000,16.000,99.9844,99.9219
2.001,3644,35.25,101.88,166.3359,0.85815,0.85864,0.0000,0.0000,1077.2656,0.000,0.000,0.000,0.000,0.000,0.000,16.400,99.9922,100.0000
2.061,4059,35.25,104.53,167.6484,0.85596,0.85815,0.0000,0.0000,1105.0781,0.000,0.000,0.000,0.000,0.000,0.000,17.700,99.9922,99.9844
2.121,4535,35.25,102.05,169.4531,0.86548,0.86304,0.0000,0.0000,1162.8125,0.000,0.000,0.000,0.000,0.000,0.000,19.000,99.9922,99.9844
2.181,4966,35.25,101.27,141.0000,0.84839,0.85474,0.0000,0.0000,1242.8125,0.000,0.000,0.000,0.000,0.000,0.000,7.000,89.9922,99.9531
2.240,5068,35.25,109.10,108.8906,0.90039,0.88135,0.0000,0.0000,1342.2656,0.000,0.000,0.000,0.000,0.000,0.000,4.600,51.5938,58.8125
2.300,5139,35.25,117.35,123.0234,0.97266,0.96216,0.0000,0.0000,1441.8750,0.000,0.000,0.000,0.000,0.000,0.000,12.800,46.0469,45.0625
2.360,5318,35.25,132.33,148.0078,0.97827,0.97437,0.0000,0.0000,1595.4688,0.000,0.000,0.000,0.000,0.000,0.000,19.200,99.9922,67.7344
2.419,5263,35.25,136.92,172.0078,1.06250,0.99146,0.0000,0.0000,1666.0156,0.000,0.000,0.000,0.000,0.000,0.000,18.200,99.9922,99.2266
2.480,5216,35.25,142.97,178.3359,1.05200,1.02954,0.0000,0.0000,1716.0938,0.000,0.000,0.000,0.000,0.000,0.000,17.200,99.9922,100.0000
2.540,5301,35.25,154.88,180.6328,1.00635,1.04053,0.0000,0.0000,1862.8906,0.000,0.000,0.000,0.000,0.000,0.000,15.000,99.9922,99.9375
2.600,5352,35.25,171.42,185.0391,1.00439,1.01050,0.0000,0.0000,2069.0625,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.9922,99.9531
2.660,5380,35.25,180.98,189.5156,1.00073,1.00635,0.0000,0.0000,2200.1563,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9922,99.9531
2.719,5443,35.25,182.39,191.2031,1.02588,1.02954,0.0000,0.0000,2227.3438,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9922,100.0000
2.779,5479,35.25,183.84,190.8984,1.02271,1.02808,0.0000,0.0000,2246.5625,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9922,99.9844
2.839,5502,35.25,187.15,192.8438,1.00806,1.01611,0.0000,0.0000,2289.2969,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9688
2.900,5558,35.25,190.90,196.2891,1.01147,1.01343,0.0000,0.0000,2336.1719,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9922,99.9688
2.961,5653,35.25,192.98,197.8828,1.01050,1.01025,0.0000,0.0000,2369.6094,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9922,99.9844
3.021,5696,35.25,195.14,196.8516,1.00122,1.00317,0.0000,0.0000,2402.7344,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9922,99.9844
3.081,5716,35.25,196.57,199.5938,1.00439,1.00684,0.0000,0.0000,2425.7031,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.9922,99.9375
3.141,5829,35.25,198.16,194.1094,1.00000,0.99854,0.0000,0.0000,2443.7500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,94.9297,94.7813
3.201,5822,35.25,198.75,193.6406,0.99341,0.98853,0.0000,0.0000,2449.7656,0.000,0.000,0.000,0.000,0.000,0.000,6.700,98.0703,98.0000
3.261,5894,35.25,198.77,192.7969,0.99146,0.99390,0.0000,0.0000,2448.8281,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.4141,99.4141
3.321,5961,35.25,197.81,191.7656,0.99170,0.99316,0.0000,0.0000,2438.5156,0.000,0.000,0.000,0.000,0.000,0.000,6.700,99.0781,98.8125
3.381,5972,35.25,196.48,191.9531,0.98291,0.97729,0.0000,0.0000,2424.7656,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.7500,99.6172
3.441,6035,35.25,195.16,189.5625,0.98975,0.98853,0.0000,0.0000,2410.8594,0.000,0.000,0.000,0.000,0.000,0.000,8.200,97.5234,99.8438
3.501,6095,35.25,193.80,188.8594,0.99097,0.98975,0.0000,0.0000,2398.6719,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.3828,97.4844
3.561,6154,35.25,192.52,186.2344,0.99585,0.99268,0.0000,0.0000,2387.1875,0.000,0.000,0.000,0.000,0.000,0.000,8.200,98.4766,98.2813
3.621,6186,35.25,190.85,186.1406,0.98901,0.98608,0.0000,0.0000,2371.0938,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.3438,99.0469
3.681,6236,35.25,189.05,185.9063,0.98706,0.99023,0.0000,0.0000,2350.4688,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.7188,99.7266
3.741,6307,35.25,187.69,183.4219,0.98413,0.98706,0.0000,0.0000,2333.7500,0.000,0.000,0.000,0.000,0.000,0.000,9.000,98.1797,98.3438
3.801,6339,36.00,186.35,181.2422,0.99023,0.99097,0.0000,0.0000,2317.6563,0.000,0.000,0.000,0.000,0.000,0.000,10.500,98.7188,98.1172
3.863,6422,36.00,185.30,180.7266,0.99048,0.99609,0.0000,0.0000,2305.0000,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.4141,98.9609
3.921,6472,36.00,183.28,179.4141,0.98901,0.99341,0.0000,0.0000,2285.1563,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.4141,99.4531
3.981,6483,36.00,181.83,179.7891,0.99170,0.99072,0.0000,0.0000,2267.8906,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.4141,99.4141
4.041,6579,36.00,180.35,177.3047,0.99463,0.99097,0.0000,0.0000,2253.7500,0.000,0.000,0.000,0.000,0.000,0.000,12.000,96.0000,99.8594
4.101,6600,36.00,179.04,175.9219,0.99146,0.98706,0.0000,0.0000,2239.6094,0.000,0.000,0.000,0.000,0.000,0.000,12.000,98.1406,98.0703
4.161,6635,36.00,178.01,176.6719,0.98779,0.98828,0.0000,0.0000,2228.3594,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.7734,99.1563
4.221,6686,36.00,176.81,177.3281,0.99023,0.98975,0.0000,0.0000,2215.9375,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9688,100.0000
4.281,6738,36.00,175.88,176.9766,0.98535,0.98901,0.0000,0.0000,2205.6250,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.7031,99.5469
4.341,6777,36.00,175.03,179.2266,0.98975,0.98950,0.0000,0.0000,2197.1875,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9766,100.0000
4.401,6826,36.00,174.47,176.2500,0.99146,0.99146,0.0000,0.0000,2191.8750,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.8047,99.8047
4.465,6887,36.00,174.49,176.6016,0.98901,0.98853,0.0000,0.0000,2192.6563,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.8047,99.7578
4.527,6910,36.00,174.75,177.4688,0.98779,0.99023,0.0000,0.0000,2196.5625,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9766,100.0000
4.591,6985,36.75,174.96,176.7422,0.99146,0.99927,0.0000,0.0000,2201.4844,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9922,100.0000
4.652,7000,36.75,175.03,176.2969,0.99146,0.99390,0.0000,0.0000,2204.2188,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.6406,99.4375
4.711,7039,36.75,175.27,181.8047,0.99023,0.99097,0.0000,0.0000,2209.9219,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.9844,100.0000
4.771,7094,36.75,175.64,180.9375,0.99170,0.99414,0.0000,0.0000,2216.1719,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9844,99.9531
4.831,7160,36.75,176.02,179.9766,0.98804,0.99316,0.0000,0.0000,2223.4375,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.9922,99.9688
4.891,7165,36.75,176.46,179.4141,0.99609,0.99194,0.0000,0.0000,2230.8594,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.9922,99.9844
4.951,7209,36.75,177.02,178.8750,0.99902,0.98950,0.0000,0.0000,2239.4531,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.9922,99.9688
5.011,7249,36.75,177.40,180.2578,0.99292,0.99512,0.0000,0.0000,2245.6250,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.1953,99.1406
5.074,7286,36.75,177.77,181.4063,0.99170,0.99512,0.0000,0.0000,2251.9531,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9141,99.9375
5.131,7328,36.75,177.94,180.6094,0.98901,0.99756,0.0000,0.0000,2256.7969,0.000,0.000,0.000,0.000,0.000,0.000,7.900,99.9922,100.0000
5.193,7388,37.50,178.31,179.8828,1.00122,1.00098,0.0000,0.0000,2262.8906,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9922,99.9844
5.251,7402,37.50,178.92,179.6719,0.99585,0.99609,0.0000,0.0000,2271.8750,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.8203,99.6797
5.311,7399,37.50,179.23,179.3203,0.99292,0.98950,0.0000,0.0000,2277.1875,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.4688,99.5156
5.371,7407,37.50,179.58,185.2031,0.99292,0.99194,0.0000,0.0000,2282.5781,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.6328,99.4219
5.431,6250,37.50,180.14,185.6719,1.52417,1.98438,0.0000,0.0000,2302.6563,0.000,0.000,0.000,0.000,0.000,0.000,10.500,97.7656,100.0000
5.492,5673,37.50,168.35,187.3125,2.06763,3.84229,0.0000,0.0000,2162.8125,0.000,0.000,0.000,0.000,0.000,0.000,4.200,99.9609,99.7422
5.551,5597,37.50,173.25,178.1016,0.98901,1.02612,0.0000,0.0000,2162.5781,0.000,0.000,0.000,0.000,0.000,0.000,3.000,99.9922,100.0000
5.611,5520,38.25,176.09,178.3594,0.90356,0.90234,0.0000,0.0000,2195.8594,0.000,0.000,0.000,0.000,0.000,0.000,8.300,99.1250,98.9766
5.675,5580,38.25,179.30,178.7578,0.92773,0.90967,0.0000,0.0000,2228.2031,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.8281,99.9063
5.741,5588,38.25,178.57,178.6875,0.91040,0.89941,0.0000,0.0000,2215.4688,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.8281,99.8281
5.801,5586,38.25,176.93,190.6641,0.89063,0.93066,0.0000,0.0000,2191.4844,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.9922,99.8594
5.861,5653,38.25,177.23,189.7500,0.97876,0.99316,0.0000,0.0000,2192.6563,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9922,100.0000
5.922,5665,38.25,179.55,189.5391,0.98364,0.99463,0.0000,0.0000,2221.6406,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9922,99.9844
5.981,5706,39.00,183.16,190.7813,0.98413,0.98901,0.0000,0.0000,2269.1406,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.9922,99.9531
6.042,5734,39.00,184.80,190.8047,0.98779,0.99268,0.0000,0.0000,2293.1250,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9688
6.102,5717,39.00,186.16,194.9766,0.98779,0.98730,0.0000,0.0000,2310.0000,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9844
6.161,5782,39.00,187.92,191.5078,0.99097,0.99097,0.0000,0.0000,2331.0938,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9922,99.9688
6.222,5778,39.00,189.16,193.8516,0.99512,0.99414,0.0000,0.0000,2348.8281,0.000,0.000,0.000,0.000,0.000,0.000,7.500,99.9922,99.9688
6.281,5826,39.00,190.15,192.6094,0.99731,0.99512,0.0000,0.0000,2361.0938,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9688
6.341,5856,39.00,190.78,192.4219,0.98608,0.99194,0.0000,0.0000,2369.1406,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9375,100.0000
6.401,5858,39.75,191.20,191.8125,0.98535,0.99341,0.0000,0.0000,2373.4375,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.1016,99.0469
6.461,5908,39.75,191.53,191.3906,0.99292,0.99316,0.0000,0.0000,2377.3438,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.8828,99.8438
6.521,5927,39.75,191.20,190.9688,0.99268,0.99268,0.0000,0.0000,2373.9844,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.3359,99.2422
6.581,5956,39.75,190.48,190.7578,0.98706,0.98438,0.0000,0.0000,2367.8906,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.9141,99.9375
6.641,5957,39.75,189.96,190.7813,0.98535,0.98413,0.0000,0.0000,2361.8750,0.000,0.000,0.000,0.000,0.000,0.000,8.200,99.8047,99.8125
6.701,6022,40.50,189.47,188.3203,0.99170,0.99512,0.0000,0.0000,2357.5000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,96.8828,99.7109
6.761,5988,40.50,189.14,189.2344,0.99219,0.99536,0.0000,0.0000,2354.0625,0.000,0.000,0.000,0.000,0.000,0.000,9.000,98.1563,98.1484
6.821,6075,40.50,188.51,187.5000,0.99414,0.99585,0.0000,0.0000,2350.0000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,98.8984,99.5156
6.881,6077,40.50,187.45,187.6875,0.99585,0.99585,0.0000,0.0000,2338.7500,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.6172,99.0781
6.946,6105,40.50,186.47,185.2734,0.99390,0.99414,0.0000,0.0000,2328.1250,0.000,0.000,0.000,0.000,0.000,0.000,9.700,98.2813,98.1797
7.011,6110,41.25,185.25,185.5313,0.98804,0.99072,0.0000,0.0000,2317.6563,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.5625,99.3047
7.071,6165,41.25,184.64,185.0625,0.98975,0.98779,0.0000,0.0000,2313.4375,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.5625,99.6172
7.131,6157,41.25,184.48,185.4609,0.99854,0.99756,0.0000,0.0000,2311.7188,0.000,0.000,0.000,0.000,0.000,0.000,9.000,99.8516,99.6328
7.192,6192,41.25,184.08,185.1797,0.99512,0.99463,0.0000,0.0000,2309.5313,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.8516,99.9375
7.252,6207,41.25,183.80,184.9219,0.99390,0.99585,0.0000,0.0000,2307.8906,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.8516,99.8750
7.312,6256,42.00,183.61,183.4453,0.99219,0.99707,0.0000,0.0000,2308.9063,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.8516,99.8281
7.371,6271,42.00,183.40,182.3438,0.99536,0.99878,0.0000,0.0000,2308.4375,0.000,0.000,0.000,0.000,0.000,0.000,10.500,98.4766,98.4453
7.431,6285,42.00,182.91,182.2734,0.99609,0.99878,0.0000,0.0000,2304.4531,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.4531,99.3047
7.492,6327,42.00,182.30,182.0391,0.98975,0.99023,0.0000,0.0000,2298.5156,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.4531,99.5156
7.552,6327,42.00,181.64,182.0625,0.98853,0.98706,0.0000,0.0000,2291.3281,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.7734,99.7734
7.611,6375,42.75,181.38,181.9688,0.99463,0.98828,0.0000,0.0000,2287.1875,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.7734,99.8281
7.672,6389,42.75,180.82,179.9297,0.99536,0.99097,0.0000,0.0000,2283.4375,0.000,0.000,0.000,0.000,0.000,0.000,11.200,98.6250,98.9922
7.731,6420,42.75,180.26,177.7734,0.99463,0.99463,0.0000,0.0000,2277.2656,0.000,0.000,0.000,0.000,0.000,0.000,12.000,97.1953,98.5547
7.792,6439,42.75,179.63,177.7266,0.99414,0.99536,0.0000,0.0000,2270.6250,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.7344,98.3906
7.852,6474,42.75,178.73,177.7969,0.99463,0.99585,0.0000,0.0000,2259.5313,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.7344,99.8125
7.913,6485,43.50,177.45,178.0781,0.98804,0.99219,0.0000,0.0000,2247.3438,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.8984,99.8906
7.971,6506,43.50,176.25,178.2656,0.97803,0.98462,0.0000,0.0000,2235.4688,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.6875,99.7734
8.037,6546,43.50,175.57,176.8125,0.98438,0.98340,0.0000,0.0000,2228.6719,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.9375,99.8906
8.101,6557,44.25,174.98,176.6250,0.98730,0.98511,0.0000,0.0000,2222.6563,0.000,0.000,0.000,0.000,0.000,0.000,12.700,99.3984,99.2266
8.161,6598,44.25,174.63,173.4375,0.98608,0.98901,0.0000,0.0000,2220.7813,0.000,0.000,0.000,0.000,0.000,0.000,12.700,98.2188,98.0547
8.221,6611,44.25,174.33,173.2266,0.98438,0.98535,0.0000,0.0000,2219.6875,0.000,0.000,0.000,0.000,0.000,0.000,12.700,99.2344,99.1250
8.281,6640,44.25,173.63,174.4219,0.98779,0.98218,0.0000,0.0000,2213.1250,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.8828,99.3047
8.342,6675,44.25,173.04,174.3516,0.97803,0.97827,0.0000,0.0000,2206.7188,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.8828,99.9922
8.401,6677,45.00,172.50,174.1875,0.97314,0.97803,0.0000,0.0000,2202.7344,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.8203,99.1406
8.462,6720,45.00,172.48,173.3906,0.97974,0.97778,0.0000,0.0000,2203.9063,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.6484,99.8750
8.522,6713,45.00,172.24,173.0625,0.97485,0.97461,0.0000,0.0000,2202.3438,0.000,0.000,0.000,0.000,0.000,0.000,12.000,99.6484,99.5625
8.581,6754,45.00,171.96,173.7891,0.96924,0.96973,0.0000,0.0000,2201.9531,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.4453,99.5781
8.641,6763,45.00,171.96,174.3984,0.97192,0.96851,0.0000,0.0000,2202.4219,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9297,99.9375
8.701,6814,45.75,171.89,173.2734,0.97656,0.97241,0.0000,0.0000,2204.8438,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9922,100.0000
8.762,6812,45.75,172.05,173.3438,0.97168,0.97119,0.0000,0.0000,2206.8750,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.6719,99.6172
8.822,6851,45.75,172.01,172.4766,0.96973,0.96729,0.0000,0.0000,2208.4375,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.6719,99.6172
8.880,6854,46.50,171.56,172.2188,0.96362,0.96973,0.0000,0.0000,2205.6250,0.000,0.000,0.000,0.000,0.000,0.000,11.200,99.1719,99.2891
8.941,6887,46.50,171.28,172.2188,0.96606,0.96899,0.0000,0.0000,2202.9688,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.6875,99.7422
9.002,6889,46.50,171.00,173.6484,0.95947,0.96240,0.0000,0.0000,2200.9375,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.9375,99.7734
9.063,6932,46.50,171.05,172.5234,0.96484,0.95898,0.0000,0.0000,2201.7188,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.9844,100.0000
9.121,6946,46.50,171.07,171.5859,0.96045,0.95825,0.0000,0.0000,2204.8438,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.5234,99.3359
9.181,6961,47.25,171.12,171.0938,0.96045,0.95239,0.0000,0.0000,2207.0313,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.5234,99.5313
9.241,7000,47.25,171.00,170.1328,0.95605,0.95288,0.0000,0.0000,2207.1875,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.5234,99.5313
9.301,7002,47.25,170.72,167.8828,0.95313,0.94946,0.0000,0.0000,2205.3906,0.000,0.000,0.000,0.000,0.000,0.000,11.200,97.1641,98.8516
9.362,7022,48.00,170.27,169.1484,0.94238,0.94727,0.0000,0.0000,2200.3906,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.7734,98.8359
9.421,7057,48.00,169.71,168.3281,0.94727,0.94043,0.0000,0.0000,2195.4688,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.7734,99.8438
9.481,7079,48.00,169.01,168.2344,0.93921,0.94556,0.0000,0.0000,2188.9844,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.2500,99.1094
9.541,7097,48.00,168.47,167.1563,0.94531,0.93433,0.0000,0.0000,2183.9063,0.000,0.000,0.000,0.000,0.000,0.000,9.700,99.2969,99.5938
9.602,7112,48.00,167.93,167.2500,0.93848,0.93750,0.0000,0.0000,2178.5938,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.2969,99.2266
9.662,7140,48.75,167.37,166.2656,0.93921,0.93091,0.0000,0.0000,2173.5156,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.2969,99.2578
9.722,7160,48.75,166.95,165.9609,0.93091,0.92969,0.0000,0.0000,2169.2969,0.000,0.000,0.000,0.000,0.000,0.000,10.500,99.4766,99.4844
9.782,7163,48.75,166.34,163.4531,0.92383,0.92480,0.0000,0.0000,2164.8438,0.000,0.000,0.000,0.000,0.000,0.000,10.500,98.7813,99.1875
9.842,7199,48.75,166.05,161.7891,0.92334,0.92285,0.0000,0.0000,2161.9531,0.000,0.000,0.000,0.000,0.000,0.000,11.200,98.4922,98.5391
