Time,Engine Speed,Intake air temperature,Relative Load,Relative Load Setpoint,Lambda Bank 1,Lambda Bank 2,Additive adaptive correction of the relative fuel mass Bank1,Additive adaptive correction of the relative fuel mass Bank2,Manifold Pressure,Cylinder 1 ignition retard,Cylinder 2 ignition retard,Cylinder 3 ignition retard,Cylinder 4 ignition retard,Cylinder 5 ignition retard,Cylinder 6 ignition retard,Actual Ignition Angle,Target position throttle valve,Pedal Position
1.470,4801,39.00,137.30,153.1641,0.84839,0.83740,0.0000,0.0000,1613.7500,0.000,0.000,0.000,0.000,0.000,0.000,15.000,39.6563,36.1563
1.540,4853,39.00,145.45,180.5859,0.89136,0.87061,0.0000,0.0000,1753.6719,-0.750,-2.250,-0.750,0.000,0.000,0.000,13.500,90.6094,57.7266
1.605,4857,39.00,156.73,206.9531,0.90308,0.87109,0.0000,0.0000,1895.7813,-0.750,-2.250,-0.750,0.000,0.000,0.000,11.200,99.9922,99.2422
1.670,4931,39.00,167.72,209.1563,0.87012,0.86646,0.0000,0.0000,2019.5313,-0.750,-2.250,0.000,0.000,0.000,0.000,11.200,99.9922,100.0000
1.730,5001,39.00,185.93,212.3906,0.85986,0.88770,0.0000,0.0000,2248.4375,0.000,-1.500,0.000,0.000,0.000,0.000,9.700,99.9922,99.9531
1.790,5076,39.00,201.82,211.5938,0.84985,0.86938,0.0000,0.0000,2441.9531,0.000,-1.500,0.000,0.000,0.000,0.000,7.500,99.9922,99.9766
1.850,5152,39.00,211.97,213.7500,0.84399,0.83984,0.0000,0.0000,2578.0469,0.000,-1.500,0.000,0.000,0.000,0.000,8.200,99.9922,99.9844
1.910,5173,39.00,210.00,214.3359,0.86572,0.86646,0.0000,0.0000,2557.2656,0.000,-1.500,0.000,0.000,0.000,0.000,7.500,99.9922,99.9688
1.970,5238,39.00,206.51,215.6719,0.84766,0.85864,0.0000,0.0000,2520.9375,0.000,-1.500,0.000,0.000,0.000,0.000,8.200,99.8438,99.6953
2.030,5301,39.00,205.80,217.0078,0.83618,0.84570,0.0000,0.0000,2520.1563,0.000,-1.500,0.000,0.000,0.000,0.000,7.500,99.9922,100.0000
2.090,5362,39.00,208.13,217.3125,0.85327,0.85498,0.0000,0.0000,2568.3594,0.000,-1.500,0.000,0.000,0.000,0.000,7.500,99.9922,100.0000
2.161,5439,39.00,209.84,217.3828,0.86157,0.85840,0.0000,0.0000,2617.2656,0.000,-1.500,0.000,0.000,0.000,0.000,8.200,99.9922,99.9922
2.220,5490,39.00,211.80,217.3594,0.85669,0.85620,0.0000,0.0000,2656.0938,0.000,-1.500,0.000,0.000,0.000,0.000,6.700,99.9922,99.9688
2.280,5540,39.00,213.56,217.3828,0.84570,0.85352,0.0000,0.0000,2683.2813,0.000,-1.500,0.000,0.000,0.000,0.000,8.200,99.9922,99.9531
2.345,5626,39.00,214.83,217.9688,0.84448,0.84766,0.0000,0.0000,2704.6875,0.000,-1.500,0.000,0.000,0.000,0.000,8.200,99.9922,99.9531
2.410,5680,39.00,215.98,217.8516,0.83813,0.84009,0.0000,0.0000,2722.5781,0.000,-1.500,0.000,0.000,0.000,0.000,8.200,99.9922,99.9688
2.470,5780,39.00,217.01,217.6641,0.84497,0.83447,0.0000,0.0000,2733.3594,0.000,-1.500,0.000,0.000,0.000,0.000,8.200,99.6797,99.6328
2.530,5831,39.00,217.66,217.6406,0.83179,0.83130,0.0000,0.0000,2738.2031,0.000,-0.750,0.000,0.000,0.000,0.000,8.200,99.6797,99.5781
2.590,5891,39.00,217.92,218.0625,0.82690,0.82983,0.0000,0.0000,2738.7500,0.000,-0.750,0.000,0.000,0.000,0.000,8.200,99.6797,99.7266
2.650,5952,39.00,218.20,218.5313,0.82153,0.82080,0.0000,0.0000,2735.8594,0.000,-0.750,0.000,0.000,0.000,0.000,8.200,99.6797,99.6797
2.710,5984,39.00,217.66,217.8516,0.81934,0.82031,0.0000,0.0000,2731.7969,0.000,-0.750,0.000,0.000,0.000,0.000,7.500,99.7422,99.7813
2.770,6071,39.00,217.31,217.3125,0.81665,0.81836,0.0000,0.0000,2728.9063,0.000,-0.750,0.000,0.000,0.000,0.000,9.000,99.7422,99.7422
2.830,6116,39.00,216.26,216.9609,0.82251,0.81738,0.0000,0.0000,2723.0469,0.000,-3.750,0.000,0.000,0.000,0.000,9.000,99.8984,99.9063
2.890,6169,39.00,215.34,217.0313,0.82202,0.82520,0.0000,0.0000,2718.5156,0.000,-3.750,0.000,0.000,0.000,0.000,9.000,99.7813,99.8125
2.950,6271,39.75,214.76,216.9375,0.82275,0.82568,0.0000,0.0000,2712.5000,0.000,-3.000,0.000,0.000,0.000,0.000,9.000,99.7813,99.6953
3.011,6309,39.75,213.94,217.0078,0.80957,0.81348,0.0000,0.0000,2704.6875,0.000,-3.000,0.000,0.000,0.000,0.000,6.000,99.9531,100.0000
3.070,6367,39.75,213.70,217.1719,0.81372,0.81421,0.0000,0.0000,2700.7031,0.000,-3.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9922
3.130,6408,39.75,213.38,217.3828,0.81543,0.81055,0.0000,0.0000,2696.3281,0.000,-2.250,0.000,0.000,0.000,0.000,9.000,99.9922,99.9531
3.190,6464,39.75,213.23,217.5938,0.81396,0.81421,0.0000,0.0000,2690.8594,0.000,-2.250,0.000,0.000,0.000,0.000,9.000,99.9922,99.9922
3.250,6521,39.75,212.41,217.5938,0.81494,0.82471,0.0000,0.0000,2683.5156,0.000,-2.250,0.000,0.000,0.000,0.000,9.000,99.9922,99.9688
3.310,6598,39.75,211.36,217.3359,0.81592,0.81201,0.0000,0.0000,2676.0938,0.000,-2.250,0.000,0.000,0.000,0.000,8.200,99.9922,99.9531
3.370,6618,39.75,210.75,217.3125,0.81787,0.81567,0.0000,0.0000,2668.9844,0.000,-2.250,0.000,0.000,0.000,0.000,8.200,99.9922,99.9922
3.430,6713,39.75,210.12,216.9375,0.81787,0.82202,0.0000,0.0000,2665.2344,0.000,-2.250,0.000,0.000,0.000,0.000,9.000,99.9922,99.9688
3.490,6729,39.75,209.48,216.9375,0.81201,0.81738,0.0000,0.0000,2658.7500,0.000,-2.250,0.000,0.000,0.000,0.000,8.200,99.9922,99.9766
3.550,6791,40.50,208.97,216.7734,0.81860,0.82153,0.0000,0.0000,2654.2188,0.000,-2.250,0.000,0.000,0.000,0.000,8.200,99.9922,99.9688
3.610,6283,40.50,210.14,217.6172,0.81543,0.82446,0.0000,0.0000,2665.0000,0.000,-2.250,0.000,0.000,0.000,0.000,9.000,99.9922,99.9531
3.670,5193,40.50,216.54,219.1641,1.10474,1.53906,0.0000,0.0000,2708.4375,0.000,-3.000,0.000,0.000,0.000,0.000,3.800,83.3594,90.6641
3.730,5131,40.50,220.03,222.6563,1.02173,1.09790,0.0000,0.0000,2713.5938,0.000,-3.000,0.000,0.000,0.000,0.000,3.700,97.4531,96.4922
3.791,5048,40.50,225.66,221.2734,0.82886,0.82227,0.0000,0.0000,2711.1719,0.000,-3.000,0.000,0.000,0.000,0.000,7.200,97.4531,97.5781
3.850,5112,40.50,224.55,221.8594,0.83765,0.83105,0.0000,0.0000,2712.0313,0.000,-3.000,0.000,0.000,0.000,0.000,4.200,99.6484,97.6953
3.910,5104,40.50,225.87,220.9219,0.86328,0.84644,0.0000,0.0000,2720.8594,0.000,-3.000,0.000,0.000,0.000,0.000,1.800,99.6484,99.7969
3.970,5152,41.25,226.05,213.9609,0.84717,0.83447,0.0000,0.0000,2730.3906,0.000,-3.000,0.000,0.000,0.000,0.000,0.700,71.2188,81.3359
4.030,5161,41.25,223.85,213.0000,0.84204,0.83447,0.0000,0.0000,2709.3750,0.000,-3.000,0.000,0.000,0.000,0.000,1.000,69.4609,68.9063
4.091,5201,41.25,221.70,213.7734,0.84033,0.83569,0.0000,0.0000,2692.7344,0.000,-3.000,0.000,0.000,0.000,0.000,1.600,94.2891,86.7578
4.151,5233,41.25,219.38,214.4531,0.84009,0.83813,0.0000,0.0000,2673.5156,0.000,-3.000,0.000,0.000,0.000,0.000,2.200,99.1953,98.6563
4.210,5260,41.25,216.35,214.3828,0.83105,0.82935,0.0000,0.0000,2643.2813,0.000,-3.000,0.000,0.000,0.000,0.000,3.200,99.1953,99.2266
4.271,5295,41.25,214.43,215.3203,0.82446,0.82739,0.0000,0.0000,2627.3438,0.000,-3.000,0.000,0.000,0.000,0.000,4.000,99.1953,99.1563
4.330,5305,42.00,214.31,215.9063,0.82544,0.82861,0.0000,0.0000,2629.2188,0.000,-3.000,0.000,0.000,0.000,0.000,4.100,99.9844,100.0000
4.391,5356,42.00,214.31,216.1875,0.82397,0.83032,0.0000,0.0000,2641.8750,0.000,-3.000,0.000,0.000,0.000,0.000,4.200,99.8984,99.9688
4.451,5367,42.00,214.59,216.2578,0.82861,0.83423,0.0000,0.0000,2656.4844,0.000,-3.000,0.000,0.000,0.000,0.000,4.100,99.7578,99.7969
4.511,5405,42.00,214.57,216.7266,0.83813,0.83740,0.0000,0.0000,2669.2188,0.000,-3.000,0.000,0.000,0.000,0.000,4.200,99.9531,99.8906
4.570,5451,42.00,214.80,216.8672,0.83569,0.82813,0.0000,0.0000,2679.4531,0.000,-3.000,0.000,0.000,0.000,0.000,4.100,99.7813,99.7422
4.631,5451,42.75,215.44,216.8672,0.83496,0.82471,0.0000,0.0000,2690.3906,0.000,-3.000,0.000,0.000,0.000,0.000,4.000,99.9531,99.9922
4.690,5500,42.75,216.26,217.1719,0.83569,0.83130,0.0000,0.0000,2706.5625,0.000,-3.000,0.000,0.000,0.000,0.000,3.900,99.9453,99.7266
4.751,5514,42.75,217.05,217.0547,0.83472,0.83447,0.0000,0.0000,2720.8594,0.000,-3.000,0.000,0.000,0.000,0.000,3.500,99.9453,100.0000
4.811,5558,42.75,217.45,217.2656,0.83496,0.82983,0.0000,0.0000,2729.2188,0.000,-3.000,0.000,0.000,0.000,0.000,3.200,99.9297,99.7813
4.871,5565,42.75,218.06,217.2656,0.83032,0.82642,0.0000,0.0000,2741.5625,0.000,-3.000,0.000,0.000,0.000,0.000,3.000,99.9297,99.9531
4.930,5610,43.50,218.48,217.5000,0.83203,0.83130,0.0000,0.0000,2749.9219,0.000,-3.000,0.000,0.000,0.000,0.000,2.700,99.8438,99.8125
4.991,5613,43.50,218.60,217.2891,0.83691,0.82520,0.0000,0.0000,2753.3594,0.000,-3.000,0.000,0.000,0.000,0.000,2.600,99.8438,99.7969
5.051,5680,43.50,218.88,216.8906,0.83447,0.83105,0.0000,0.0000,2758.9844,0.000,-3.000,0.000,0.000,0.000,0.000,5.200,99.8438,99.8281
5.111,5699,43.50,218.27,216.7969,0.82837,0.82935,0.0000,0.0000,2753.8281,0.000,-3.000,0.000,0.000,0.000,0.000,8.200,99.6641,99.7422
5.171,5716,44.25,217.20,217.0547,0.82227,0.82153,0.0000,0.0000,2742.5781,0.000,-3.000,0.000,0.000,0.000,0.000,8.200,99.8516,99.8750
5.231,5777,44.25,215.55,217.3359,0.82397,0.82324,0.0000,0.0000,2721.0156,0.000,-3.000,0.000,0.000,0.000,0.000,7.500,99.8516,99.9063
5.291,5792,44.25,213.84,217.3359,0.82275,0.82544,0.0000,0.0000,2701.4844,0.000,-3.000,0.000,0.000,0.000,0.000,7.500,99.9688,99.8438
5.351,5815,44.25,212.95,217.5000,0.82861,0.82764,0.0000,0.0000,2690.3125,0.000,-3.000,0.000,0.000,0.000,0.000,8.200,99.9922,99.9844
5.411,5846,44.25,212.88,217.6875,0.82593,0.82275,0.0000,0.0000,2687.2656,0.000,-3.000,0.000,0.000,0.000,0.000,7.500,99.9922,100.0000
5.471,5877,45.00,213.63,217.5234,0.82153,0.82007,0.0000,0.0000,2694.8438,0.000,-3.000,0.000,0.000,0.000,0.000,7.500,99.9922,99.9531
5.530,5912,45.00,214.36,217.6406,0.82739,0.81714,0.0000,0.0000,2702.5000,0.000,-3.000,0.000,0.000,0.000,0.000,7.500,99.9922,99.9531
5.590,5941,45.00,214.88,217.5469,0.82886,0.82593,0.0000,0.0000,2708.2031,0.000,-2.250,0.000,0.000,0.000,0.000,7.500,99.9922,99.9922
5.651,5966,45.75,215.30,217.3828,0.82568,0.82471,0.0000,0.0000,2713.5938,0.000,-2.250,0.000,0.000,0.000,0.000,6.000,99.8828,99.8125
5.711,5981,45.75,215.30,216.7500,0.81567,0.81958,0.0000,0.0000,2715.2344,0.000,-2.250,0.000,0.000,0.000,0.000,6.000,99.3828,99.4219
5.771,6035,45.75,215.18,216.2813,0.81348,0.81909,0.0000,0.0000,2716.8750,0.000,-2.250,0.000,0.000,0.000,0.000,6.700,99.3828,99.3359
5.831,6037,46.50,214.78,216.0469,0.82202,0.81201,0.0000,0.0000,2713.7500,0.000,-2.250,0.000,0.000,0.000,0.000,8.200,99.7656,99.8750
5.891,6142,46.50,214.20,215.5078,0.82935,0.82178,0.0000,0.0000,2711.8750,0.000,-2.250,0.000,0.000,0.000,0.000,8.200,99.8672,99.8594
5.951,6090,46.50,213.73,215.4844,0.82739,0.82886,0.0000,0.0000,2712.6563,0.000,-2.250,0.000,0.000,0.000,0.000,8.200,99.8672,99.8750
6.011,6152,46.50,209.51,114.9375,0.83057,0.82886,0.0000,0.0000,2666.8750,0.000,-2.250,0.000,0.000,0.000,0.000,8.200,23.6719,40.2578
6.071,6097,47.25,151.64,90.1641,0.80518,0.80371,0.0000,0.0000,1969.6875,0.000,-2.250,0.000,0.000,0.000,0.000,6.700,18.0469,19.3750
6.131,6066,47.25,70.97,29.6016,0.79248,0.77686,0.0000,0.0000,1001.7188,0.000,0.000,0.000,0.000,0.000,0.000,6.000,3.4688,7.6094
6.191,6015,47.25,20.86,16.5000,0.83765,0.81860,0.0000,0.0000,359.2188,0.000,0.000,0.000,0.000,0.000,0.000,20.300,5.0859,3.3281
6.250,5993,48.00,15.42,16.5234,0.86084,0.84009,0.0000,0.0000,281.5625,0.000,0.000,0.000,0.000,0.000,0.000,35.500,5.3984,5.6406
6.311,6088,48.00,14.72,16.4063,0.86230,0.84912,0.0000,0.0000,272.5781,0.000,0.000,0.000,0.000,0.000,0.000,11.000,7.1641,7.3516
6.371,6064,48.00,15.28,16.4063,0.81494,0.81128,0.0000,0.0000,277.0313,0.000,0.000,0.000,0.000,0.000,0.000,4.500,8.2344,7.4297
6.431,6055,48.75,15.49,16.4297,0.79272,0.79370,0.0000,0.0000,277.2656,0.000,0.000,0.000,0.000,0.000,0.000,4.500,8.2344,8.3125
6.491,6040,48.75,14.93,18.7031,0.86401,0.92578,0.0000,0.0000,289.2188,0.000,0.000,0.000,0.000,0.000,0.000,4.500,10.7969,9.1719
6.550,6029,48.75,17.18,25.8984,1.38965,1.02075,0.0000,0.0000,370.9375,0.000,0.000,0.000,0.000,0.000,0.000,4.500,13.9297,13.3594
6.611,6020,48.75,27.68,44.8125,2.95728,2.33643,0.0000,0.0000,516.9531,0.000,0.000,0.000,0.000,0.000,0.000,1.500,20.0313,19.1172
6.671,6006,49.50,43.41,59.1563,5.99707,5.58789,0.0000,0.0000,703.7500,0.000,0.000,0.000,0.000,0.000,0.000,-3.000,24.7734,23.8516
6.730,6015,49.50,56.11,64.8516,11.40942,10.98120,0.0000,0.0000,869.1406,0.000,0.000,0.000,0.000,0.000,0.000,-4.500,29.0234,28.4297
6.791,5984,49.50,61.01,64.8516,15.99976,15.99976,0.0000,0.0000,930.3125,0.000,0.000,0.000,0.000,0.000,0.000,-3.800,30.1406,29.8281
6.850,5973,49.50,63.26,64.8516,15.99976,15.99976,0.0000,0.0000,960.0781,0.000,0.000,0.000,0.000,0.000,0.000,3.000,30.4922,30.3828
6.911,5961,49.50,64.41,64.8516,15.99976,15.99976,0.0000,0.0000,972.8906,0.000,0.000,0.000,0.000,0.000,0.000,7.500,30.4922,30.5469
6.970,5947,49.50,64.95,64.8516,15.99976,15.99976,0.0000,0.0000,979.7656,0.000,0.000,0.000,0.000,0.000,0.000,7.500,30.1719,30.1172
7.031,5952,50.25,64.85,64.8516,15.99976,15.99976,0.0000,0.0000,980.3125,0.000,0.000,0.000,0.000,0.000,0.000,7.500,29.8828,29.9375
7.091,5941,50.25,64.99,64.8516,15.99976,15.99976,0.0000,0.0000,980.4688,0.000,0.000,0.000,0.000,0.000,0.000,7.500,29.6016,29.6328
7.151,5927,50.25,64.85,64.8516,15.99976,15.99976,0.0000,0.0000,978.3594,0.000,0.000,0.000,0.000,0.000,0.000,7.500,29.4766,29.4219
7.211,5913,50.25,64.99,64.8516,15.99976,15.99976,0.0000,0.0000,978.2031,0.000,0.000,0.000,0.000,0.000,0.000,7.500,29.1484,29.2109
7.271,5910,50.25,64.90,64.8516,15.99976,15.99976,0.0000,0.0000,977.4219,0.000,0.000,0.000,0.000,0.000,0.000,7.500,29.0547,29.0313
7.331,5892,50.25,64.92,64.8516,15.99976,15.99976,0.0000,0.0000,977.1875,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.9063,28.9297
7.391,5889,50.25,64.85,64.8516,15.99976,15.99976,0.0000,0.0000,975.5469,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.8125,28.8203
7.451,5865,50.25,64.73,64.8516,15.99976,15.99976,0.0000,0.0000,973.3594,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.7109,28.7188
7.511,5865,50.25,64.66,64.8516,15.99976,15.99976,0.0000,0.0000,972.3438,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.6172,28.6250
7.571,5851,51.00,64.64,64.8516,15.99976,15.99976,0.0000,0.0000,971.6406,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.5469,28.5703
7.631,5844,51.00,64.76,64.8516,15.99976,15.99976,0.0000,0.0000,971.4844,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.4688,28.5391
7.691,5837,51.00,64.52,64.8516,15.99976,15.99976,0.0000,0.0000,968.7500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.4609,28.4297
7.751,5817,51.00,64.50,64.8516,15.99976,15.99976,0.0000,0.0000,968.0469,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.4141,28.4297
7.811,5804,51.00,64.62,64.8516,15.99976,15.99976,0.0000,0.0000,968.5938,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3828,28.3984
7.871,5792,51.00,64.57,64.8516,15.99976,15.99976,0.0000,0.0000,967.5781,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3672,28.3594
7.931,5787,51.00,64.48,64.8516,15.99976,15.99976,0.0000,0.0000,965.9375,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3359,28.3438
7.995,5783,51.00,64.52,64.8516,15.99976,15.99976,0.0000,0.0000,966.0156,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3359,28.3281
8.061,5770,51.00,64.48,64.8516,15.99976,15.99976,0.0000,0.0000,964.3750,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3281,28.3281
8.121,5760,51.00,64.43,64.8516,15.99976,15.99976,0.0000,0.0000,964.5313,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3438,28.3438
8.180,5747,51.00,64.48,64.8516,15.99976,15.99976,0.0000,0.0000,963.3594,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3516,28.3594
8.240,5737,51.00,64.62,64.8516,15.99976,15.99976,0.0000,0.0000,964.6875,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3359,28.3438
8.300,5721,51.00,64.59,64.8516,15.99976,15.99976,0.0000,0.0000,963.3594,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3281,28.3125
8.361,5716,51.00,64.36,64.8516,15.99976,15.99976,0.0000,0.0000,962.3438,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3281,28.3281
8.421,5706,51.00,64.45,64.8516,15.99976,15.99976,0.0000,0.0000,962.5781,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3281,28.3438
8.480,5699,51.00,64.38,64.8516,15.99976,15.99976,0.0000,0.0000,961.9531,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3281,28.3281
8.540,5682,51.00,64.43,64.8516,15.99976,15.99976,0.0000,0.0000,962.1094,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3438,28.3281
8.601,5670,51.00,64.36,64.8516,15.99976,15.99976,0.0000,0.0000,960.3125,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3672,28.3594
8.661,5670,51.75,64.41,64.8516,15.99976,15.99976,0.0000,0.0000,961.1719,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3516,28.3594
8.720,5649,51.75,64.38,64.8516,15.99976,15.99976,0.0000,0.0000,960.3906,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3750,28.3594
8.781,5646,51.75,64.43,64.8516,15.99976,15.99976,0.0000,0.0000,960.3906,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3750,28.3828
8.841,5641,51.75,64.38,64.8516,15.99976,15.99976,0.0000,0.0000,959.9219,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3516,28.3594
8.900,5622,51.75,64.43,64.8516,15.99976,15.99976,0.0000,0.0000,960.3906,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3750,28.3594
8.960,5615,51.75,64.55,64.8516,15.99976,15.99976,0.0000,0.0000,959.5313,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3594,28.3594
9.020,5604,51.75,64.41,64.8516,15.99976,15.99976,0.0000,0.0000,958.9063,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3594,28.3438
9.080,5594,51.75,64.41,64.8516,15.99976,15.99976,0.0000,0.0000,959.5313,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3984,28.3984
9.140,5589,51.75,64.27,64.8516,15.99976,15.99976,0.0000,0.0000,957.9688,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3984,28.3828
9.200,5568,51.75,64.38,64.8516,15.99976,15.99976,0.0000,0.0000,958.9844,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3750,28.4141
9.259,5572,51.75,64.45,64.8516,15.99976,15.99976,0.0000,0.0000,959.6875,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.3750,28.3828
9.319,5551,51.75,64.31,64.8516,15.99976,15.99976,0.0000,0.0000,957.0313,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.4688,28.4297
9.379,5545,51.75,64.48,64.8516,15.99976,15.99976,0.0000,0.0000,958.7500,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.4453,28.4453
9.439,5535,51.75,64.57,64.8516,15.99976,15.99976,0.0000,0.0000,959.3750,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.4297,28.4609
9.500,5520,51.75,64.48,64.8516,15.99976,15.99976,0.0000,0.0000,958.2031,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.4453,28.4297
9.561,5517,51.75,64.38,64.8516,15.99976,15.99976,0.0000,0.0000,957.8906,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.4453,28.4453
9.620,5505,51.75,64.45,64.8516,15.99976,15.99976,0.0000,0.0000,957.9688,0.000,0.000,0.000,0.000,0.000,0.000,7.500,28.4609,28.4453
9.681,5503,51.75,64.34,64.8516,15.99976,15.99976,0.0000,0.0000,957.3438,0.000,0.000,0.000,0.000,0.000,0.000,6.700,28.4453,28.4609
9.741,5482,51.00,64.48,64.8516,15.99976,15.99976,0.0000,0.0000,957.8125,0.000,0.000,0.000,0.000,0.000,0.000,6.700,28.4766,28.4453
9.801,5458,51.00,64.48,64.8516,15.99976,15.99976,0.0000,0.0000,957.5781,0.000,0.000,0.000,0.000,0.000,0.000,6.700,28.4297,28.4297
9.861,5436,51.00,64.50,64.8516,15.99976,15.99976,0.0000,0.0000,957.5000,0.000,0.000,0.000,0.000,0.000,0.000,6.700,28.3594,28.3750
9.921,5396,51.00,64.66,64.8516,15.99976,15.99976,0.0000,0.0000,956.6406,0.000,0.000,0.000,0.000,0.000,0.000,6.700,28.2969,28.2656
9.981,5360,51.00,64.57,64.8516,15.99976,15.99976,0.0000,0.0000,954.2188,0.000,0.000,0.000,0.000,0.000,0.000,6.700,28.1406,28.1016
