Time,Engine Speed,Intake air temperature,Relative Load,Relative Load Setpoint,Lambda Bank 1,Lambda Bank 2,Additive adaptive correction of the relative fuel mass Bank1,Additive adaptive correction of the relative fuel mass Bank2,Manifold Pressure,Cylinder 1 ignition retard,Cylinder 2 ignition retard,Cylinder 3 ignition retard,Cylinder 4 ignition retard,Cylinder 5 ignition retard,Cylinder 6 ignition retard,Actual Ignition Angle,Target position throttle valve,Pedal Position
5.286,5722,36.75,212.48,222.2344,0.87891,0.89648,0.0000,0.0000,2637.2656,-2.250,0.000,-1.500,0.000,0.000,0.000,8.200,99.9922,99.9375
5.346,5875,36.75,217.38,221.9297,0.91797,0.91089,0.0000,0.0000,2689.4531,-2.250,0.000,-1.500,0.000,0.000,0.000,7.500,99.9922,99.9766
5.405,5927,36.75,215.74,222.0938,0.92212,0.91187,0.0000,0.0000,2668.0469,-2.250,0.000,-1.500,0.000,0.000,0.000,7.500,99.9922,100.0000
5.466,6077,36.75,214.76,220.9688,0.89600,0.89429,0.0000,0.0000,2655.7813,-2.250,0.000,-1.500,0.000,0.000,0.000,8.200,99.9922,100.0000
5.526,6215,36.75,214.38,220.1719,0.89136,0.88525,0.0000,0.0000,2652.4219,-1.500,0.000,-3.000,0.000,0.000,0.000,9.000,99.9922,99.9688
5.585,6305,36.75,214.03,220.4531,0.88843,0.88843,0.0000,0.0000,2653.0469,-1.500,0.000,-3.000,0.000,0.000,0.000,9.000,99.9922,99.9688
5.646,6449,36.75,213.35,220.8047,0.88550,0.88843,0.0000,0.0000,2651.7969,-1.500,0.000,-3.000,0.000,0.000,0.000,9.000,99.9922,99.9688
5.706,6594,36.75,211.62,220.0078,0.88403,0.88477,0.0000,0.0000,2642.6563,-1.500,0.000,-3.000,0.000,0.000,0.000,5.200,99.9922,99.9531
5.766,6709,36.75,210.19,219.7734,0.87549,0.87500,0.0000,0.0000,2631.3281,-1.500,0.000,-3.000,0.000,0.000,0.000,8.200,99.9922,99.9688
5.826,6809,36.75,208.76,219.3984,0.87500,0.87329,0.0000,0.0000,2618.5938,-1.500,0.000,-3.000,0.000,0.000,0.000,9.000,99.9922,99.9922
5.886,6849,36.75,207.61,219.3516,0.87354,0.87964,0.0000,0.0000,2607.0313,-1.500,0.000,-3.000,0.000,0.000,0.000,9.000,99.9922,99.9688
5.946,6920,37.50,206.60,219.3281,0.87964,0.87866,0.0000,0.0000,2597.2656,-0.750,0.000,-2.250,0.000,0.000,0.000,8.000,99.9922,99.9922
6.005,6910,37.50,206.51,219.3516,0.87915,0.87280,0.0000,0.0000,2595.5469,-0.750,0.000,-2.250,0.000,0.000,0.000,8.000,99.9922,99.9531
6.066,6474,37.50,209.13,219.7734,0.87476,0.87720,0.0000,0.0000,2616.3281,-0.750,0.000,-2.250,0.000,0.000,0.000,9.000,99.9922,99.9688
6.126,5333,37.50,210.77,219.2109,1.70239,2.06641,0.0000,0.0000,2685.0000,-2.250,0.000,-0.750,0.000,0.000,0.000,5.200,99.9922,99.9844
6.186,5227,37.50,211.83,223.5469,1.63623,1.76465,0.0000,0.0000,2667.8125,-2.250,0.000,-0.750,0.000,0.000,0.000,6.700,97.5000,96.8828
6.246,5106,37.50,222.26,224.2500,0.92847,0.93579,0.0000,0.0000,2673.9844,-2.250,0.000,-0.750,0.000,0.000,0.000,5.400,97.5000,97.6094
6.306,5119,37.50,225.59,223.7813,0.87500,0.87183,0.0000,0.0000,2710.5469,-2.250,0.000,-0.750,0.000,0.000,0.000,7.300,98.4063,97.7266
6.366,5191,38.25,225.61,222.7266,0.90698,0.91431,0.0000,0.0000,2731.4844,-2.250,0.000,-0.750,0.000,0.000,0.000,3.900,99.9609,99.7969
6.426,5211,38.25,225.45,220.9453,0.90576,0.90674,0.0000,0.0000,2728.0469,-2.250,0.000,-0.750,0.000,0.000,0.000,2.300,97.1797,99.3047
6.485,5333,38.25,223.24,215.5547,0.89868,0.89673,0.0000,0.0000,2733.8281,-2.250,0.000,-0.750,0.000,0.000,0.000,2.000,98.9922,98.9766
6.546,5362,38.25,223.76,216.1875,0.89966,0.89600,0.0000,0.0000,2744.2969,-2.250,0.000,-0.750,0.000,0.000,0.000,1.900,99.8672,99.2891
6.606,5379,38.25,224.34,215.9766,0.89600,0.89648,0.0000,0.0000,2751.7188,-2.250,0.000,-0.750,0.000,0.000,0.000,1.700,99.4375,99.6172
6.666,5500,39.00,223.34,217.1016,0.89624,0.89844,0.0000,0.0000,2752.5781,-2.250,0.000,-0.750,0.000,0.000,0.000,2.200,99.8359,99.8906
6.726,5532,39.00,222.26,217.0547,0.89551,0.89941,0.0000,0.0000,2742.5000,-2.250,0.000,-0.750,0.000,0.000,0.000,1.700,99.9844,99.9922
6.786,5580,39.00,220.55,216.0469,0.86230,0.86304,0.0000,0.0000,2728.5156,-2.250,0.000,-0.750,0.000,0.000,0.000,1.900,98.9219,98.7500
6.846,5667,39.75,219.09,217.7813,0.84229,0.83643,0.0000,0.0000,2717.1875,-2.250,0.000,-0.750,0.000,0.000,0.000,2.200,99.9766,99.9063
6.906,5682,39.75,217.71,218.4844,0.83179,0.82983,0.0000,0.0000,2703.5156,-2.250,0.000,-0.750,0.000,0.000,0.000,2.500,99.9766,100.0000
6.966,5780,39.75,217.59,219.7500,0.83423,0.82690,0.0000,0.0000,2704.2969,-2.250,0.000,-0.750,0.000,0.000,0.000,2.300,99.9844,99.8594
7.026,5770,39.75,218.11,219.8203,0.83643,0.83008,0.0000,0.0000,2711.4063,-2.250,0.000,-0.750,0.000,0.000,0.000,2.200,99.8203,99.9844
7.086,5853,39.75,219.35,220.3359,0.83081,0.83130,0.0000,0.0000,2726.4063,-2.250,0.000,-0.750,0.000,0.000,0.000,1.600,99.8203,99.7422
7.146,5919,40.50,220.64,220.5234,0.82910,0.82983,0.0000,0.0000,2738.5938,-2.250,0.000,-0.750,0.000,0.000,0.000,1.100,99.8203,99.7734
7.206,5956,40.50,221.53,220.4531,0.82617,0.82690,0.0000,0.0000,2748.9844,-2.250,0.000,-0.750,0.000,0.000,0.000,0.800,99.8203,99.8281
7.265,6011,40.50,221.98,219.3281,0.82153,0.81714,0.0000,0.0000,2756.5625,-2.250,0.000,-0.750,0.000,0.000,0.000,0.600,99.8203,99.8125
7.325,6053,41.25,221.79,219.0469,0.82251,0.81665,0.0000,0.0000,2757.6563,-2.250,0.000,-0.750,0.000,0.000,0.000,0.700,99.6563,99.6641
7.386,6105,41.25,221.27,218.5313,0.82520,0.82690,0.0000,0.0000,2754.5313,-2.250,0.000,-0.750,0.000,0.000,0.000,0.900,99.7734,99.6797
7.446,6142,42.00,220.64,218.2500,0.82544,0.82153,0.0000,0.0000,2749.5313,-2.250,0.000,-0.750,0.000,0.000,0.000,1.200,99.7734,99.8438
7.506,6226,42.00,219.66,218.1797,0.82178,0.82471,0.0000,0.0000,2742.8906,-1.500,0.000,-1.500,0.000,0.000,0.000,2.200,99.9219,99.7578
7.566,6238,42.00,218.51,218.0625,0.82129,0.82129,0.0000,0.0000,2733.5938,-1.500,0.000,-1.500,0.000,0.000,0.000,2.100,99.8672,99.9375
7.625,6297,42.75,217.73,218.1094,0.82080,0.82275,0.0000,0.0000,2728.1250,-1.500,0.000,-1.500,0.000,0.000,0.000,2.400,99.8672,99.8438
7.686,6365,42.75,216.98,217.9688,0.82495,0.82373,0.0000,0.0000,2721.0938,-1.500,0.000,-1.500,0.000,0.000,0.000,2.800,99.8672,99.8281
7.746,6412,43.50,216.40,218.0156,0.82104,0.82275,0.0000,0.0000,2714.7656,-1.500,-3.000,-1.500,0.000,0.000,0.000,3.100,99.8672,99.8594
7.806,6468,43.50,215.91,218.2969,0.81445,0.82031,0.0000,0.0000,2709.2188,-1.500,-3.000,-1.500,0.000,0.000,0.000,3.400,99.7266,99.6641
7.866,6499,43.50,215.18,218.0156,0.81787,0.81494,0.0000,0.0000,2706.0938,-1.500,-3.000,-1.500,0.000,0.000,0.000,3.800,99.9688,100.0000
7.926,6563,44.25,214.15,217.6406,0.81641,0.81787,0.0000,0.0000,2700.5469,-1.500,-3.000,-1.500,0.000,0.000,0.000,4.400,99.9922,100.0000
7.986,6581,44.25,213.73,217.5234,0.81982,0.82446,0.0000,0.0000,2696.9531,-1.500,-3.000,-1.500,0.000,0.000,0.000,4.600,99.9922,99.9688
8.046,6664,45.00,213.07,217.0547,0.82178,0.82178,0.0000,0.0000,2694.9219,-1.500,-3.000,-1.500,0.000,0.000,0.000,5.100,99.9922,99.9531
8.106,6711,45.00,212.32,216.7969,0.81885,0.82324,0.0000,0.0000,2689.4531,-1.500,-3.000,-1.500,0.000,0.000,0.000,7.500,99.9922,99.9688
8.166,6768,45.00,211.43,216.4219,0.82080,0.82275,0.0000,0.0000,2683.2031,-1.500,-3.000,-1.500,0.000,0.000,0.000,6.700,99.9922,99.9531
8.226,6805,45.75,210.47,216.2813,0.81836,0.82397,0.0000,0.0000,2676.9531,-1.500,-2.250,-1.500,0.000,0.000,0.000,6.700,99.9922,99.9531
8.286,6868,45.75,209.72,215.9297,0.81885,0.82446,0.0000,0.0000,2670.3125,-1.500,-2.250,-1.500,0.000,0.000,0.000,7.200,99.9922,100.0000
8.346,6906,46.50,209.06,215.6484,0.82324,0.82080,0.0000,0.0000,2665.5469,-1.500,-2.250,-1.500,0.000,0.000,0.000,6.700,99.9922,99.9531
8.406,6983,46.50,208.71,215.4375,0.82275,0.81689,0.0000,0.0000,2664.0625,-1.500,-2.250,-1.500,0.000,0.000,0.000,9.000,99.9922,99.9688
8.466,7022,47.25,207.96,215.0391,0.81836,0.81836,0.0000,0.0000,2659.2188,-1.500,-2.250,-1.500,0.000,0.000,0.000,6.700,99.9922,99.9688
8.526,7094,48.00,207.02,214.8750,0.81738,0.82397,0.0000,0.0000,2654.4531,-1.500,-2.250,-1.500,0.000,0.000,0.000,9.000,99.9922,99.9766
8.586,7120,48.00,205.78,214.3828,0.81958,0.81567,0.0000,0.0000,2642.5000,-1.500,-2.250,-1.500,0.000,0.000,0.000,6.700,99.9922,99.9766
8.646,7158,48.75,204.82,214.1016,0.81860,0.82153,0.0000,0.0000,2634.8438,-1.500,-2.250,-1.500,0.000,0.000,0.000,7.500,99.9922,99.9922
8.706,7209,48.75,204.02,213.9844,0.81934,0.82617,0.0000,0.0000,2627.6563,-1.500,-2.250,-1.500,0.000,0.000,0.000,9.000,99.9922,99.9531
8.766,7278,48.75,203.65,213.4219,0.82227,0.82275,0.0000,0.0000,2629.4531,-0.750,-2.250,-0.750,0.000,0.000,0.000,6.700,99.9922,99.9922
8.825,7326,49.50,203.20,213.1406,0.82227,0.82251,0.0000,0.0000,2630.4688,-0.750,-2.250,-0.750,0.000,0.000,0.000,8.000,99.9922,100.0000
8.886,7347,49.50,203.16,212.7188,0.83008,0.81934,0.0000,0.0000,2632.1875,-0.750,-2.250,-0.750,0.000,0.000,0.000,7.900,99.9922,99.9531
8.946,7366,50.25,202.88,212.3438,0.82373,0.82642,0.0000,0.0000,2632.8125,-0.750,-2.250,-0.750,0.000,0.000,0.000,6.600,99.9922,99.9688
9.006,7377,50.25,202.41,212.1563,0.82593,0.83130,0.0000,0.0000,2628.5938,-0.750,-2.250,-0.750,0.000,0.000,0.000,7.900,99.9922,99.9688
9.066,7280,51.00,202.85,212.2266,0.82568,0.82764,0.0000,0.0000,2634.5313,-0.750,-2.250,-0.750,0.000,0.000,0.000,9.000,99.9922,99.9922
9.126,6211,51.75,208.99,215.3906,1.01416,1.05615,0.0000,0.0000,2716.9531,-0.750,-2.250,-0.750,0.000,0.000,0.000,8.200,99.3750,99.9688
9.186,5611,51.75,210.59,215.2266,2.68750,1.88306,0.0000,0.0000,2750.7813,-2.250,-0.750,0.000,0.000,0.000,0.000,6.500,97.7578,98.6406
9.246,5535,52.50,210.94,215.3203,0.88745,0.86426,0.0000,0.0000,2745.3125,-2.250,-0.750,0.000,0.000,0.000,0.000,6.500,99.4922,99.1406
9.306,5548,52.50,212.86,215.2266,0.84448,0.85571,0.0000,0.0000,2743.6719,-2.250,-0.750,0.000,0.000,0.000,0.000,4.600,99.6094,99.5859
9.366,5591,53.25,215.65,213.9609,0.85986,0.86914,0.0000,0.0000,2773.1250,-2.250,-0.750,0.000,0.000,0.000,0.000,3.700,99.6094,99.5859
9.426,5613,54.00,218.13,213.4219,0.85083,0.85571,0.0000,0.0000,2808.3594,-2.250,-0.750,0.000,0.000,0.000,0.000,2.700,99.6094,99.5625
9.486,5637,54.00,219.70,212.1797,0.85596,0.85742,0.0000,0.0000,2824.9219,-2.250,-0.750,0.000,0.000,0.000,0.000,2.300,99.6094,99.6016
9.546,5665,54.75,220.20,211.5234,0.84692,0.84814,0.0000,0.0000,2835.7031,-2.250,-0.750,0.000,0.000,0.000,0.000,2.100,99.6797,99.6172
9.606,5686,54.75,220.71,211.4297,0.84644,0.85034,0.0000,0.0000,2840.4688,-2.250,-0.750,0.000,0.000,0.000,0.000,1.900,99.6797,99.6641
9.666,5729,55.50,220.52,210.8438,0.84302,0.84717,0.0000,0.0000,2844.2188,-2.250,-0.750,0.000,0.000,0.000,0.000,1.900,99.0781,99.0625
